time,open,high,low,close,Average True Range,Tick value,Tick size,EURUSD FX
2008-09-10,93.48,93.48,93.42,93.465,0.085,12.5,0.005,1.3998
2008-09-11,93.445,93.46,93.395,93.415,0.08625,12.5,0.005,1.3998
2008-09-12,93.41,93.42,93.355,93.37,0.08775,12.5,0.005,1.4224
2008-09-15,93.41,93.645,93.41,93.565,0.09875,12.5,0.005,1.4243
2008-09-16,93.595,93.68,93.505,93.57,0.1015,12.5,0.005,1.4129
2008-09-17,93.505,93.55,93.39,93.42,0.10625,12.5,0.005,1.4326
2008-09-18,93.485,93.505,93.305,93.395,0.10925,12.5,0.005,1.4348
2008-09-19,93.345,93.435,93.285,93.33,0.11325,12.5,0.005,1.4466
2008-09-22,93.325,93.36,93.305,93.35,0.11175,12.5,0.005,1.4774
2008-09-23,93.335,93.375,93.28,93.3,0.11275,12.5,0.005,1.4648
2008-09-24,93.285,93.365,93.26,93.34,0.111,12.5,0.005,1.4621
2008-09-25,93.27,93.39,93.27,93.37,0.1125,12.5,0.005,1.4609
2008-09-26,93.385,93.695,93.365,93.535,0.12675,12.5,0.005,1.4614
2008-09-29,93.535,93.895,93.53,93.825,0.141,12.5,0.005,1.4435
2008-09-30,93.91,93.92,93.73,93.78,0.14725,12.5,0.005,1.4092
2008-10-01,93.745,93.88,93.665,93.85,0.15425,12.5,0.005,1.4009
2008-10-02,93.86,94.05,93.84,94.02,0.159,12.5,0.005,1.3819
2008-10-03,94.025,94.2,94.02,94.115,0.16375,12.5,0.005,1.3772
2008-10-06,94.175,94.435,94.175,94.385,0.1725,12.5,0.005,1.3499
2008-10-07,94.385,94.58,94.38,94.46,0.178,12.5,0.005,1.3588
2008-10-08,94.52,94.975,94.475,94.55,0.20075,12.5,0.005,1.3654
2008-10-09,94.59,94.615,94.21,94.45,0.2175,12.5,0.005,1.3604
2008-10-10,94.5,94.825,94.455,94.695,0.233,12.5,0.005,1.3409
2008-10-13,94.64,94.805,94.64,94.735,0.2275,12.5,0.005,1.3581
2008-10-14,94.755,94.78,94.53,94.615,0.23125,12.5,0.005,1.3619
2008-10-15,94.595,94.645,94.43,94.545,0.233,12.5,0.005,1.3499
2008-10-16,94.63,94.735,94.605,94.725,0.2325,12.5,0.005,1.3456
2008-10-17,94.645,94.835,94.645,94.785,0.2345,12.5,0.005,1.3410
2008-10-20,94.855,94.86,94.715,94.8,0.239,12.5,0.005,1.3344
2008-10-21,94.795,94.845,94.745,94.81,0.23925,12.5,0.005,1.3063
2008-10-22,94.83,94.925,94.83,94.855,0.23975,12.5,0.005,1.2855
2008-10-23,94.935,94.935,94.765,94.845,0.24225,12.5,0.005,1.2934
2008-10-24,94.855,94.95,94.825,94.885,0.232,12.5,0.005,1.2623
2008-10-27,94.92,95,94.905,94.98,0.2195,12.5,0.005,1.2493
2008-10-28,95,95.025,94.895,94.97,0.2165,12.5,0.005,1.2683
2008-10-29,94.995,95.035,94.955,95.005,0.20975,12.5,0.005,1.2963
2008-10-30,95.035,95.1,94.975,95.09,0.2055,12.5,0.005,1.2915
2008-10-31,95.08,95.16,95.015,95.055,0.20375,12.5,0.005,1.2726
2008-11-03,95.05,95.085,94.96,95.01,0.194,12.5,0.005,1.2643
2008-11-04,95.055,95.1,94.975,94.98,0.19025,12.5,0.005,1.2981
2008-11-05,95,95.03,94.92,94.98,0.17,12.5,0.005,1.2954
2008-11-06,94.99,95.325,94.99,95.155,0.167,12.5,0.005,1.2715
2008-11-07,95.17,95.24,95.12,95.195,0.15425,12.5,0.005,1.2718
2008-11-10,95.205,95.36,95.17,95.345,0.1555,12.5,0.005,1.2748
2008-11-11,95.36,95.465,95.35,95.455,0.149,12.5,0.005,1.2522
2008-11-12,95.46,95.54,95.42,95.475,0.14425,12.5,0.005,1.2505
2008-11-13,95.52,95.55,95.365,95.395,0.144,12.5,0.005,1.2769
2008-11-14,95.355,95.41,95.265,95.39,0.14175,12.5,0.005,1.2605
2008-11-17,95.405,95.495,95.36,95.475,0.14125,12.5,0.005,1.2650
2008-11-18,95.475,95.5,95.45,95.46,0.13875,12.5,0.005,1.2618
2008-11-19,95.49,95.545,95.46,95.495,0.13725,12.5,0.005,1.2489
2008-11-20,95.53,95.67,95.525,95.635,0.1375,12.5,0.005,1.2453
2008-11-21,95.67,95.67,95.53,95.63,0.13825,12.5,0.005,1.2587
2008-11-24,95.63,95.63,95.505,95.57,0.13875,12.5,0.005,1.2953
2008-11-25,95.525,95.56,95.45,95.505,0.13825,12.5,0.005,1.3065
2008-11-26,95.49,95.57,95.465,95.53,0.1395,12.5,0.005,1.2880
2008-11-27,95.525,95.56,95.5,95.52,0.13625,12.5,0.005,1.2904
2008-11-28,95.525,95.615,95.515,95.525,0.134,12.5,0.005,1.2691
2008-12-01,95.535,95.555,95.485,95.53,0.13125,12.5,0.005,1.2611
2008-12-02,95.54,95.595,95.52,95.575,0.12875,12.5,0.005,1.2714
2008-12-03,95.56,95.695,95.55,95.65,0.1305,12.5,0.005,1.2717
2008-12-04,95.675,95.81,95.51,95.585,0.12825,12.5,0.005,1.2777
2008-12-05,95.545,95.575,95.49,95.565,0.127,12.5,0.005,1.2718
2008-12-08,95.515,95.52,95.375,95.45,0.127,12.5,0.005,1.2963
2008-12-09,95.46,95.51,95.365,95.415,0.12825,12.5,0.005,1.2927
2008-12-10,95.415,95.51,95.41,95.495,0.12725,12.5,0.005,1.3023
2008-12-11,95.5,95.545,95.47,95.525,0.12175,12.5,0.005,1.3352
2008-12-12,95.525,95.59,95.485,95.51,0.11975,12.5,0.005,1.3369
2008-12-15,95.525,95.54,95.475,95.505,0.11625,12.5,0.005,1.3688
2008-12-16,95.51,95.76,95.51,95.58,0.1265,12.5,0.005,1.4002
2008-12-17,95.735,95.78,95.665,95.77,0.13225,12.5,0.005,1.4420
2008-12-18,95.73,95.815,95.73,95.795,0.12775,12.5,0.005,1.4240
2008-12-19,95.81,95.825,95.77,95.82,0.1235,12.5,0.005,1.3912
2008-12-22,95.805,95.895,95.8,95.88,0.122,12.5,0.005,1.3944
2008-12-23,95.885,95.94,95.86,95.915,0.12,12.5,0.005,1.3929
2008-12-24,95.925,95.94,95.905,95.935,0.1165,12.5,0.005,1.4013
2008-12-29,95.93,95.975,95.93,95.975,0.11575,12.5,0.005,1.3927
2008-12-30,95.975,95.985,95.93,95.95,0.1135,12.5,0.005,1.4057
2008-12-31,95.93,95.985,95.93,95.97,0.11275,12.5,0.005,1.3971
2009-01-02,95.975,95.98,95.945,95.97,0.11075,12.5,0.005,1.3921
2009-01-05,95.965,95.965,95.91,95.955,0.1065,12.5,0.005,1.3635
2009-01-06,95.945,95.965,95.92,95.95,0.09375,12.5,0.005,1.3536
2009-01-07,95.95,96.065,95.94,96.025,0.09525,12.5,0.005,1.3644
2009-01-08,96.03,96.075,95.96,96.045,0.0915,12.5,0.005,1.3702
2009-01-09,96.06,96.22,96.055,96.185,0.093,12.5,0.005,1.3476
2009-01-12,96.21,96.3,96.17,96.285,0.0945,12.5,0.005,1.3362
2009-01-13,96.29,96.33,96.26,96.29,0.09425,12.5,0.005,1.3182
2009-01-14,96.275,96.3,96.215,96.25,0.09325,12.5,0.005,1.3191
2009-01-15,96.23,96.3,96.1,96.19,0.1,12.5,0.005,1.3115
2009-01-16,96.125,96.25,96.095,96.225,0.095,12.5,0.005,1.3267
2009-01-19,96.24,96.27,96.205,96.25,0.08825,12.5,0.005,1.3069
2009-01-20,96.26,96.36,96.26,96.325,0.0895,12.5,0.005,1.2904
2009-01-21,96.345,96.39,96.33,96.36,0.09,12.5,0.005,1.3023
2009-01-22,96.36,96.445,96.33,96.385,0.091,12.5,0.005,1.3001
2009-01-23,96.405,96.465,96.375,96.39,0.0915,12.5,0.005,1.2975
2009-01-26,96.395,96.415,96.27,96.295,0.097,12.5,0.005,1.3189
2009-01-27,96.29,96.33,96.24,96.3,0.09925,12.5,0.005,1.3160
2009-01-28,96.305,96.375,96.3,96.34,0.10025,12.5,0.005,1.3166
2009-01-29,96.325,96.375,96.3,96.36,0.10125,12.5,0.005,1.2954
2009-01-30,96.345,96.39,96.33,96.35,0.1025,12.5,0.005,1.2813
2009-02-02,96.33,96.38,96.3,96.325,0.1035,12.5,0.005,1.2843
2009-02-03,96.31,96.365,96.305,96.345,0.10425,12.5,0.005,1.3040
2009-02-04,96.335,96.405,96.32,96.39,0.10225,12.5,0.005,1.2849
2009-02-05,96.405,96.46,96.37,96.45,0.101,12.5,0.005,1.2791
2009-02-06,96.45,96.52,96.43,96.485,0.09675,12.5,0.005,1.2940
2009-02-09,96.5,96.525,96.47,96.49,0.093,12.5,0.005,1.3003
2009-02-10,96.49,96.515,96.43,96.455,0.09375,12.5,0.005,1.2913
2009-02-11,96.45,96.515,96.44,96.485,0.09325,12.5,0.005,1.2906
2009-02-12,96.505,96.525,96.48,96.505,0.0855,12.5,0.005,1.2861
2009-02-13,96.5,96.52,96.485,96.5,0.0795,12.5,0.005,1.2862
2009-02-16,96.5,96.51,96.485,96.5,0.0775,12.5,0.005,1.2801
2009-02-17,96.515,96.535,96.47,96.505,0.07525,12.5,0.005,1.2582
2009-02-18,96.5,96.51,96.46,96.475,0.0745,12.5,0.005,1.2530
2009-02-19,96.465,96.47,96.44,96.45,0.0705,12.5,0.005,1.2674
2009-02-20,96.45,96.51,96.45,96.485,0.069,12.5,0.005,1.2826
2009-02-23,96.48,96.49,96.455,96.48,0.0635,12.5,0.005,1.2694
2009-02-24,96.47,96.51,96.47,96.49,0.061,12.5,0.005,1.2846
2009-02-25,96.51,96.54,96.5,96.525,0.05975,12.5,0.005,1.2723
2009-02-26,96.525,96.545,96.51,96.53,0.05775,12.5,0.005,1.2744
2009-02-27,96.53,96.555,96.525,96.545,0.05625,12.5,0.005,1.2669
2009-03-02,96.545,96.64,96.535,96.63,0.0575,12.5,0.005,1.2578
2009-03-03,96.635,96.685,96.585,96.675,0.0595,12.5,0.005,1.2561
2009-03-04,96.67,96.695,96.65,96.675,0.0575,12.5,0.005,1.2661
2009-03-05,96.685,96.8,96.665,96.705,0.05975,12.5,0.005,1.2540
2009-03-06,96.715,96.785,96.69,96.725,0.06,12.5,0.005,1.2653
2009-03-09,96.705,96.72,96.605,96.615,0.06325,12.5,0.005,1.2611
2009-03-10,96.625,96.67,96.57,96.605,0.064,12.5,0.005,1.2682
2009-03-11,96.58,96.6,96.54,96.55,0.0635,12.5,0.005,1.2837
2009-03-12,96.56,96.65,96.545,96.625,0.0665,12.5,0.005,1.2913
2009-03-13,96.615,96.635,96.57,96.625,0.068,12.5,0.005,1.2928
2009-03-16,96.625,96.65,96.575,96.645,0.0705,12.5,0.005,1.2968
2009-03-17,96.635,96.665,96.59,96.6,0.071,12.5,0.005,1.3017
2009-03-18,96.6,96.76,96.575,96.61,0.07775,12.5,0.005,1.3474
2009-03-19,96.735,96.77,96.65,96.695,0.084,12.5,0.005,1.3665
2009-03-20,96.655,96.78,96.655,96.765,0.08725,12.5,0.005,1.3582
2009-03-23,96.75,96.775,96.705,96.745,0.089,12.5,0.005,1.3633
2009-03-24,96.71,96.72,96.655,96.695,0.0915,12.5,0.005,1.3468
2009-03-25,96.69,96.705,96.655,96.67,0.0915,12.5,0.005,1.3583
2009-03-26,96.66,96.695,96.615,96.66,0.09375,12.5,0.005,1.3526
2009-03-27,96.69,96.81,96.685,96.79,0.09975,12.5,0.005,1.3287
2009-03-30,96.795,96.875,96.775,96.865,0.0995,12.5,0.005,1.3199
2009-03-31,96.865,96.895,96.86,96.885,0.09625,12.5,0.005,1.3250
2009-04-01,96.87,96.935,96.87,96.9,0.09725,12.5,0.005,1.3249
2009-04-02,96.915,96.915,96.7,96.705,0.10125,12.5,0.005,1.3461
2009-04-03,96.705,96.71,96.515,96.61,0.10625,12.5,0.005,1.3486
2009-04-06,96.535,96.62,96.515,96.6,0.1055,12.5,0.005,1.3416
2009-04-07,96.605,96.675,96.57,96.65,0.10575,12.5,0.005,1.3272
2009-04-08,96.665,96.74,96.655,96.685,0.107,12.5,0.005,1.3282
2009-04-09,96.68,96.715,96.645,96.68,0.10525,12.5,0.005,1.3169
2009-04-14,96.71,96.77,96.69,96.735,0.1065,12.5,0.005,1.3259
2009-04-15,96.745,96.805,96.74,96.79,0.10625,12.5,0.005,1.3227
2009-04-16,96.775,96.79,96.735,96.775,0.10525,12.5,0.005,1.3186
2009-04-17,96.75,96.77,96.645,96.68,0.1025,12.5,0.005,1.3044
2009-04-20,96.655,96.755,96.65,96.735,0.09975,12.5,0.005,1.2921
2009-04-21,96.75,96.765,96.68,96.71,0.09775,12.5,0.005,1.2948
2009-04-22,96.705,96.725,96.655,96.68,0.09775,12.5,0.005,1.3005
2009-04-23,96.685,96.725,96.655,96.71,0.09675,12.5,0.005,1.3144
2009-04-24,96.72,96.785,96.705,96.76,0.09825,12.5,0.005,1.3242
2009-04-27,96.78,96.855,96.78,96.8,0.099,12.5,0.005,1.3036
2009-04-28,96.84,96.88,96.825,96.86,0.0955,12.5,0.005,1.3149
2009-04-29,96.85,96.905,96.83,96.885,0.09425,12.5,0.005,1.3271
2009-04-30,96.885,96.92,96.83,96.885,0.097,12.5,0.005,1.3230
2009-05-01,96.915,96.93,96.88,96.9,0.09625,12.5,0.005,1.3273
2009-05-04,96.895,96.905,96.84,96.85,0.08875,12.5,0.005,1.3406
2009-05-05,96.85,96.905,96.84,96.875,0.08225,12.5,0.005,1.3330
2009-05-06,96.895,96.935,96.855,96.91,0.081,12.5,0.005,1.3335
2009-05-07,96.93,96.98,96.82,96.95,0.08375,12.5,0.005,1.3390
2009-05-08,96.97,97.04,96.95,97.015,0.08375,12.5,0.005,1.3634
2009-05-11,97.025,97.045,96.98,96.995,0.0835,12.5,0.005,1.3582
2009-05-12,97.015,97.015,96.94,96.99,0.08275,12.5,0.005,1.3648
2009-05-13,96.98,97.06,96.965,97.05,0.084,12.5,0.005,1.3600
2009-05-14,97.06,97.08,97.03,97.075,0.08375,12.5,0.005,1.3639
2009-05-15,97.07,97.11,97.065,97.095,0.0795,12.5,0.005,1.3495
2009-05-18,97.105,97.175,97.095,97.16,0.07825,12.5,0.005,1.3562
2009-05-19,97.145,97.15,97.075,97.09,0.07825,12.5,0.005,1.3630
2009-05-20,97.095,97.12,97.035,97.055,0.079,12.5,0.005,1.3780
2009-05-21,97.07,97.16,97.05,97.105,0.081,12.5,0.005,1.3890
2009-05-22,97.085,97.105,97.04,97.055,0.08025,12.5,0.005,1.3998
2009-05-25,97.05,97.06,96.99,96.995,0.079,12.5,0.005,1.4017
2009-05-26,97,97.075,96.995,97.02,0.079,12.5,0.005,1.3985
2009-05-27,96.995,97.01,96.97,96.995,0.07775,12.5,0.005,1.3825
2009-05-28,96.995,97.045,96.97,97.02,0.077,12.5,0.005,1.3941
2009-05-29,97.05,97.11,97.03,97.095,0.079,12.5,0.005,1.4158
2009-06-01,97.1,97.11,97.025,97.07,0.08,12.5,0.005,1.4159
2009-06-02,97.04,97.125,97.02,97.11,0.082,12.5,0.005,1.4303
2009-06-03,97.125,97.145,97.09,97.105,0.08075,12.5,0.005,1.4162
2009-06-04,97.1,97.115,96.87,96.96,0.085,12.5,0.005,1.4183
2009-06-05,96.9,96.92,96.725,96.75,0.09225,12.5,0.005,1.3968
2009-06-08,96.7,96.745,96.545,96.675,0.09925,12.5,0.005,1.3900
2009-06-09,96.655,96.765,96.645,96.74,0.1015,12.5,0.005,1.4065
2009-06-10,96.73,96.775,96.7,96.765,0.1005,12.5,0.005,1.3984
2009-06-11,96.745,96.77,96.675,96.75,0.10275,12.5,0.005,1.4108
2009-06-12,96.755,96.8,96.74,96.76,0.1035,12.5,0.005,1.4016
2009-06-15,96.775,96.885,96.775,96.85,0.10575,12.5,0.005,1.3803
2009-06-16,96.885,96.9,96.835,96.87,0.10475,12.5,0.005,1.3837
2009-06-17,96.875,96.925,96.865,96.915,0.1035,12.5,0.005,1.3942
2009-06-18,96.895,96.985,96.895,96.955,0.1025,12.5,0.005,1.3900
2009-06-19,96.925,97.025,96.92,97.02,0.1045,12.5,0.005,1.3937
2009-06-22,97.03,97.045,96.995,97.02,0.1035,12.5,0.005,1.3865
2009-06-23,97.025,97.065,96.975,97.015,0.104,12.5,0.005,1.4077
2009-06-24,97.005,97.13,96.995,97.095,0.10825,12.5,0.005,1.3930
2009-06-25,97.085,97.165,97.07,97.14,0.10925,12.5,0.005,1.3988
2009-06-26,97.16,97.175,97.1,97.145,0.1085,12.5,0.005,1.4056
2009-06-29,97.145,97.155,97.085,97.09,0.10775,12.5,0.005,1.4083
2009-06-30,97.105,97.13,97.035,97.09,0.10725,12.5,0.005,1.4033
2009-07-01,97.095,97.13,97.095,97.11,0.1065,12.5,0.005,1.4142
2009-07-02,97.13,97.235,97.11,97.225,0.1005,12.5,0.005,1.4003
2009-07-03,97.23,97.25,97.2,97.22,0.09125,12.5,0.005,1.3980
2009-07-06,97.225,97.26,97.225,97.23,0.083,12.5,0.005,1.3984
2009-07-07,97.23,97.255,97.195,97.24,0.08,12.5,0.005,1.3924
2009-07-08,97.245,97.26,97.215,97.23,0.0785,12.5,0.005,1.3884
2009-07-09,97.24,97.245,97.2,97.22,0.076,12.5,0.005,1.4020
2009-07-10,97.21,97.24,97.19,97.235,0.0755,12.5,0.005,1.3936
