time,open,high,low,close,MA 50,MA 20,ATR,Tick value,Tick size
2008-05-20T00:00:00Z,590,603.5,586.25,589.75,584.98,601.65,18.2550493410112,6.25,0.125
2008-05-21T00:00:00Z,589.25,608.75,589,607.25,585.675,602.625,18.3297968739607,6.25,0.125
2008-05-22T00:00:00Z,608,611.25,595.25,595.75,586.245,603.6,18.2133070302626,6.25,0.125
2008-05-23T00:00:00Z,594.75,602,593,599.75,586.85,604.725,17.7526416787495,6.25,0.125
2008-05-27T00:00:00Z,604.75,607,592.5,598,587.625,604.625,17.590009594812,6.25,0.125
2008-05-28T00:00:00Z,593,596.75,585,592.5,588.69,604.6875,17.3605091150714,6.25,0.125
2008-05-29T00:00:00Z,592.5,594.75,572.75,582.25,589.39,603.1875,17.5924836593178,6.25,0.125
2008-05-30T00:00:00Z,580,603.25,577,599.25,590.83,602.2875,18.025359476352,6.25,0.125
2008-06-02T00:00:00Z,597,618,595.75,615.75,592.995,602.4,18.2365915025344,6.25,0.125
2008-06-03T00:00:00Z,610,618.75,601.75,608,594.66,603.1,18.1747619274076,6.25,0.125
2008-06-04T00:00:00Z,608.5,615,602.25,614.5,596.055,603.5125,17.9035238310373,6.25,0.125
2008-06-05T00:00:00Z,615,643.5,614.5,643.25,597.875,605.025,18.4583476394854,6.25,0.125
2008-06-06T00:00:00Z,643,663.25,641.75,650.75,599.78,606.05,18.6104302575111,6.25,0.125
2008-06-09T00:00:00Z,660.75,673,650,657.25,601.715,607.45,18.8299087446356,6.25,0.125
2008-06-10T00:00:00Z,657,673.75,655.25,673.25,603.835,610.375,18.8134133074038,6.25,0.125
2008-06-11T00:00:00Z,674,703.25,673.25,703.25,606.22,615.175,19.3727426420336,6.25,0.125
2008-06-12T00:00:00Z,715.5,725.5,696.5,709,608.485,620.8125,19.8541055099319,6.25,0.125
2008-06-13T00:00:00Z,712,737.5,701,731.75,611.12,627.45,20.6864002344353,6.25,0.125
2008-06-16T00:00:00Z,737.75,758,724,732.5,613.81,634.525,21.3520802227136,6.25,0.125
2008-06-17T00:00:00Z,730,743.75,725.25,742.25,616.855,642.3,21.2094762115779,6.25,0.125
2008-06-18T00:00:00Z,745,755,732.75,746.25,619.955,650.125,21.261502400999,6.25,0.125
2008-06-19T00:00:00Z,746.5,754,717.75,727.75,622.41,656.15,22.010927280949,6.25,0.125
2008-06-20T00:00:00Z,728,738,717.75,721.25,624.95,662.425,21.9228809169016,6.25,0.125
2008-06-23T00:00:00Z,715,726.5,703.5,724.25,627.75,668.65,21.9767368710565,6.25,0.125
2008-06-24T00:00:00Z,725.5,728.75,709,712.5,630.165,674.375,21.8654000275037,6.25,0.125
2008-06-25T00:00:00Z,711,731,708.5,730,632.645,681.25,21.8971300261285,6.25,0.125
2008-06-26T00:00:00Z,732,760,730.5,753.75,635.65,689.825,22.3022735248221,6.25,0.125
2008-06-27T00:00:00Z,767.5,779,760.25,767.75,638.935,698.25,22.449659848581,6.25,0.125
2008-06-30T00:00:00Z,766.5,773,737.75,737.75,641.7,704.35,23.0896768561519,6.25,0.125
2008-07-01T00:00:00Z,733,735.5,716.25,732.25,644.74,710.5625,23.0101930133443,6.25,0.125
2008-07-02T00:00:00Z,733,762.25,727.5,761,648.075,717.8875,23.5971833626771,6.25,0.125
2008-07-03T00:00:00Z,761,763.5,742.25,757.75,651.475,723.6125,23.4798241945432,6.25,0.125
2008-07-07T00:00:00Z,745.25,745.25,727.75,727.75,654.505,727.4625,23.8058329848161,6.25,0.125
2008-07-08T00:00:00Z,714,714,684,704.5,657.05,729.825,24.8030413355753,6.25,0.125
2008-07-09T00:00:00Z,705,707.75,687,694.75,658.945,730.9,24.6003892687965,6.25,0.125
2008-07-10T00:00:00Z,695,697.25,683.5,686.5,660.85,730.0625,24.0578698053567,6.25,0.125
2008-07-11T00:00:00Z,689,697.5,677,691,662.425,729.1625,23.8799763150889,6.25,0.125
2008-07-14T00:00:00Z,678,696,662,663.75,663.355,725.7625,24.3859774993344,6.25,0.125
2008-07-15T00:00:00Z,661.5,672.5,643.25,648.25,664.05,721.55,24.6291786243677,6.25,0.125
2008-07-16T00:00:00Z,647.25,660.25,639,658.5,665.34,717.3625,24.4602196931493,6.25,0.125
2008-07-17T00:00:00Z,658.5,663.5,629.25,631.25,665.84,711.6125,24.9497087084918,6.25,0.125
2008-07-18T00:00:00Z,630.5,637.25,608.25,609.5,665.77,705.7,25.1522232730673,6.25,0.125
2008-07-21T00:00:00Z,606.25,610,584,589.25,664.95,699.1,25.1946121094139,6.25,0.125
2008-07-22T00:00:00Z,589,594,571.25,573.5,663.835,691.5625,25.0723815039432,6.25,0.125
2008-07-23T00:00:00Z,574,589,543.75,571.5,662.97,684.5125,26.081262428746,6.25,0.125
2008-07-24T00:00:00Z,571.5,584,561.75,573,662.285,676.6625,25.8896993073087,6.25,0.125
2008-07-25T00:00:00Z,573.25,585.5,569,577.25,661.905,667.8375,25.4202143419433,6.25,0.125
2008-07-28T00:00:00Z,584.5,590.75,574.75,582,661.565,658.55,24.9492036248461,6.25,0.125
2008-07-29T00:00:00Z,582.5,596.75,570.75,594,661.625,651.3625,25.0017434436038,6.25,0.125
2008-07-30T00:00:00Z,598.5,605,586.75,601.5,661.92,644.825,24.6641562714236,6.25,0.125
2008-07-31T00:00:00Z,602.5,603.25,585,587.5,661.875,636.15,24.3434484578525,6.25,0.125
2008-08-01T00:00:00Z,589,589.5,561.5,565,661.03,626.5125,24.5262760349598,6.25,0.125
2008-08-04T00:00:00Z,560.75,565.25,535,535.5,659.825,616.9,24.8124622332118,6.25,0.125
2008-08-05T00:00:00Z,532.5,547.5,516.5,525.25,658.335,607.9375,25.1218391215512,6.25,0.125
2008-08-06T00:00:00Z,524.75,529.75,502.75,508,656.535,598.6,25.2157471654737,6.25,0.125
2008-08-07T00:00:00Z,509.75,524.75,503.5,522.25,655.13,590.3875,25.0174598072,6.25,0.125
2008-08-08T00:00:00Z,523.5,526.5,494.25,498.5,653.455,580.7625,25.37908681684,6.25,0.125
2008-08-11T00:00:00Z,500.75,504.75,492.75,497.25,651.415,572.4375,24.710132475998,6.25,0.125
2008-08-12T00:00:00Z,498.25,516,485.25,509,649.28,565.475,25.0121258521981,6.25,0.125
2008-08-13T00:00:00Z,511,539,509.5,539,647.9,559.5,25.2615195595882,6.25,0.125
2008-08-14T00:00:00Z,548,559.5,530,557.75,646.765,555.825,25.4734435816088,6.25,0.125
2008-08-15T00:00:00Z,556.5,557,527.75,529.75,644.495,551.8375,25.6997714025283,6.25,0.125
2008-08-18T00:00:00Z,536,559.25,529,553,642.54,550.025,25.9272828324019,6.25,0.125
2008-08-19T00:00:00Z,551.25,573.75,541.5,564.75,640.69,549.5875,26.2434186907818,6.25,0.125
2008-08-20T00:00:00Z,564,577.75,564,575.25,638.73,549.775,25.6187477562427,6.25,0.125
2008-08-21T00:00:00Z,575.5,605.25,574.25,597.75,636.62,551.0125,25.8878103684306,6.25,0.125
2008-08-22T00:00:00Z,597.25,597.25,581.75,586.5,634.17,551.475,25.3934198500091,6.25,0.125
2008-08-25T00:00:00Z,595,608.75,578.5,580.25,631.14,551.3875,25.6362488575086,6.25,0.125
2008-08-26T00:00:00Z,581,583.25,568.25,575.25,627.995,550.45,25.1044364146332,6.25,0.125
2008-08-27T00:00:00Z,575,585.25,567.25,577.5,624.7,549.25,24.7492145939015,6.25,0.125
2008-08-28T00:00:00Z,596.5,597.5,581.25,587.75,621.53,549.2625,24.5117538642065,6.25,0.125
2008-08-29T00:00:00Z,587.25,599.75,580.75,585,618.675,550.2625,24.2361661709961,6.25,0.125
2008-09-02T00:00:00Z,576,577.25,555,569.25,615.635,551.95,24.5243578624463,6.25,0.125
2008-09-03T00:00:00Z,572,576.75,550,562.25,612.395,553.8,24.635639969324,6.25,0.125
2008-09-04T00:00:00Z,562.75,572.25,555.25,564.5,609.435,556.625,24.2538579708578,6.25,0.125
2008-09-05T00:00:00Z,562.5,562.75,542.5,548.5,605.805,557.9375,24.1411650723149,6.25,0.125
2008-09-08T00:00:00Z,559,561,544,549,601.71,560.4625,23.7841068186992,6.25,0.125
2008-09-09T00:00:00Z,545,550,531,544.5,597.245,562.825,23.5449014777642,6.25,0.125
2008-09-10T00:00:00Z,540.75,548,535.25,536.75,593.225,564.2125,23.005156403876,6.25,0.125
2008-09-11T00:00:00Z,536.25,538.75,531,533.25,589.245,563.925,22.2423985836822,6.25,0.125
2008-09-12T00:00:00Z,533.5,563.25,531.75,563.25,585.29,564.2,22.7052786544981,6.25,0.125
2008-09-15T00:00:00Z,570,579.75,545.75,562,581.375,565.8125,23.2700147217732,6.25,0.125
2008-09-16T00:00:00Z,561.5,565,532,532.25,577.465,564.775,23.7565139856845,6.25,0.125
2008-09-17T00:00:00Z,532.25,560,526,554,574.455,564.2375,24.2686882864003,6.25,0.125
2008-09-18T00:00:00Z,552.5,560,524,527.25,571.105,561.8375,24.8552538720803,6.25,0.125
2008-09-19T00:00:00Z,530.25,548,527.25,542.25,568.22,559.0625,24.6499911784763,6.25,0.125
2008-09-22T00:00:00Z,541.25,564.5,535.25,558.5,565.57,557.6625,24.8799916195525,6.25,0.125
2008-09-23T00:00:00Z,557.75,561.75,549.5,560.25,563.5,556.6625,24.2484920385748,6.25,0.125
2008-09-24T00:00:00Z,561,574,555,563,561.795,556.05,23.9860674366461,6.25,0.125
2008-09-25T00:00:00Z,563,565.5,555,558.25,559.79,555.0875,23.3117640648138,6.25,0.125
2008-09-26T00:00:00Z,557.75,559,539.25,543,558.025,552.85,23.1336758615731,6.25,0.125
2008-09-29T00:00:00Z,541.25,542.25,513,513,556.095,549.25,23.4769920684944,6.25,0.125
2008-09-30T00:00:00Z,507,524.75,485.5,487.5,554.06,545.1625,24.2656424650697,6.25,0.125
2008-10-01T00:00:00Z,494,500,482.75,484,552.27,541.25,23.9148603418162,6.25,0.125
2008-10-02T00:00:00Z,485,488,454,454,549.92,535.725,24.4191173247254,6.25,0.125
2008-10-03T00:00:00Z,454,468.5,453,454,547.54,531,23.9731614584892,6.25,0.125
2008-10-06T00:00:00Z,444,460,424,424,544.475,524.75,24.5745033855647,6.25,0.125
2008-10-07T00:00:00Z,418.5,429.75,412.75,417,541.175,518.375,24.1957782162865,6.25,0.125
2008-10-08T00:00:00Z,417.75,432.5,407,427.5,537.845,512.9125,24.2609893054721,6.25,0.125
2008-10-09T00:00:00Z,426.5,442.5,425,438.25,534.58,508.1625,23.9229398401985,6.25,0.125
2008-10-10T00:00:00Z,427.75,429,408.25,408.25,530.995,500.4125,24.2267928481886,6.25,0.125
2008-10-13T00:00:00Z,405,423,398.25,411.5,527.925,492.8875,24.2529532057792,6.25,0.125
2008-10-14T00:00:00Z,418.25,428.5,410.5,411.25,525.44,486.8375,23.9403055454902,6.25,0.125
2008-10-15T00:00:00Z,412,416,384.75,388,522.695,478.5375,24.3057902682157,6.25,0.125
2008-10-16T00:00:00Z,385.25,391.75,371,384.5,520.225,471.4,24.1280007548049,6.25,0.125
2008-10-17T00:00:00Z,392,410,387,403,517.84,464.4375,24.1966007170647,6.25,0.125
2008-10-20T00:00:00Z,404,420,404,418.5,516.24,457.4375,23.8367706812114,6.25,0.125
2008-10-21T00:00:00Z,421.75,427.75,406.5,411,514.515,449.975,23.7074321471509,6.25,0.125
2008-10-22T00:00:00Z,412.5,414,381.75,385,512.035,441.075,24.1345605397933,6.25,0.125
2008-10-23T00:00:00Z,386.25,401.75,379,390.25,509.06,432.675,24.0653325128037,6.25,0.125
2008-10-24T00:00:00Z,395.25,407.5,372,372.75,505.36,424.1625,24.6370658871635,6.25,0.125
2008-10-27T00:00:00Z,380,387,364,385.25,502.47,417.775,24.5552125928053,6.25,0.125
2008-10-28T00:00:00Z,387,409.75,385.75,390.75,499.225,412.9375,24.552451963165,6.25,0.125
2008-10-29T00:00:00Z,400.5,420.75,396.25,420.75,496.345,409.775,24.8248293650068,6.25,0.125
2008-10-30T00:00:00Z,420.75,433,402.25,409.5,493.03,407.55,25.1210878967564,6.25,0.125
2008-10-31T00:00:00Z,408.5,410.5,395.5,401.5,489.105,404.925,24.6150335019186,6.25,0.125
2008-11-03T01:00:00Z,398,418,394.5,403,485.435,403.875,24.5592818268227,6.25,0.125
2008-11-04T01:00:00Z,401,422,398,413,482.09,403.675,24.5313177354816,6.25,0.125
2008-11-05T01:00:00Z,412.5,416,390,390.25,478.39,401.8125,24.6047518487075,6.25,0.125
2008-11-06T01:00:00Z,390.25,391.5,374.5,378,474.4,398.8,24.2245142562721,6.25,0.125
2008-11-07T01:00:00Z,379.25,388,375,375.5,470.155,397.1625,23.6632885434585,6.25,0.125
2008-11-10T01:00:00Z,383.25,390,372.75,383.5,466.125,395.7625,23.3426241162856,6.25,0.125
2008-11-11T01:00:00Z,383,384,360.25,374.25,462.225,393.9125,23.3629929104713,6.25,0.125
2008-11-12T01:00:00Z,370.5,389.5,363.25,369.5,458.37,392.9875,23.5073432649477,6.25,0.125
2008-11-13T01:00:00Z,365.75,379,363,377,454.62,392.6125,23.1319761017003,6.25,0.125
2008-11-14T01:00:00Z,384.75,386.25,370.5,380.25,451.255,391.475,22.7628772966153,6.25,0.125
2008-11-17T01:00:00Z,375,389.5,375,385.75,447.99,389.8375,22.3497334317846,6.25,0.125
2008-11-18T01:00:00Z,384.25,386.75,378.5,380,444.7,388.2875,21.6447467601953,6.25,0.125
2008-11-19T01:00:00Z,379.75,385,375,378.75,441.54,387.975,21.0625094221856,6.25,0.125
2008-11-20T01:00:00Z,372.5,375,360.25,363.75,438.15,386.65,20.9343839510763,6.25,0.125
2008-11-21T01:00:00Z,357.75,362.5,336.5,338.5,433.655,384.9375,21.2501647535225,6.25,0.125
2008-11-24T01:00:00Z,343.5,361.75,337.25,354.5,429.505,383.4,21.4126565158464,6.25,0.125
2008-11-25T01:00:00Z,354.25,357,347,353.5,425.93,381.5375,20.842023690054,6.25,0.125
2008-11-26T01:00:00Z,353.5,358,350.25,354,421.93,378.2,20.1874225055513,6.25,0.125
2008-11-28T01:00:00Z,370,375.75,362.25,365.75,418.7,376.0125,20.2655513802738,6.25,0.125
2008-12-01T01:00:00Z,366.25,368.5,345,348.75,414.83,373.375,20.4272738112601,6.25,0.125
2008-12-02T01:00:00Z,346.25,354,345,348.25,410.625,370.6375,19.8559101206971,6.25,0.125
2008-12-03T01:00:00Z,348,354.5,345,348.25,406.385,367.4,19.3381146146622,6.25,0.125
2008-12-04T01:00:00Z,348.75,349,333.25,334,401.805,364.5875,19.1587088839291,6.25,0.125
2008-12-05T01:00:00Z,333.25,333.25,305.5,309.25,396.825,361.15,19.6257734397327,6.25,0.125
2008-12-08T01:00:00Z,311,334.75,311,330,392.565,358.875,19.919484767746,6.25,0.125
2008-12-09T01:00:00Z,330,336.75,324,327.75,388.86,356.0875,19.5610105293587,6.25,0.125
2008-12-10T01:00:00Z,327.5,344.5,327,342,385.95,354.475,19.4579600028908,6.25,0.125
2008-12-11T01:00:00Z,341.25,357.75,338.5,351.5,383.3,353.575,19.4475620027462,6.25,0.125
2008-12-12T01:00:00Z,349,379.5,337,373.5,381.69,353.4,20.6001839026089,6.25,0.125
2008-12-15T01:00:00Z,374,393.25,371,375.25,380.115,353.15,20.6826747074785,6.25,0.125
2008-12-16T01:00:00Z,373,399,370.25,394,379.515,353.5625,21.0860409721046,6.25,0.125
2008-12-17T01:00:00Z,397.75,402.75,381.75,389.5,378.965,354.0375,21.0817389234993,6.25,0.125
2008-12-18T01:00:00Z,388,394.5,380,389.5,378.205,354.575,20.7526519773244,6.25,0.125
2008-12-19T01:00:00Z,385.5,385.75,375.25,380.75,377.055,355.425,20.4275193784582,6.25,0.125
2008-12-22T01:00:00Z,380,386.25,376.25,381.75,376.525,357.5875,19.9061434095352,6.25,0.125
2008-12-23T01:00:00Z,380.5,395,377.75,394.75,376.19,359.6,19.7733362390585,6.25,0.125
2008-12-24T01:00:00Z,393,398.25,391.25,398,375.925,361.825,19.1346694271056,6.25,0.125
2008-12-26T01:00:00Z,398.75,414.5,398.25,412.25,376.41,364.7375,19.0029359557503,6.25,0.125
2008-12-29T01:00:00Z,413.75,423.75,390,393.5,376.59,366.125,19.7402891579628,6.25,0.125
2008-12-30T01:00:00Z,392.25,400.75,385,396.25,376.455,368.5,19.5407747000646,6.25,0.125
2008-12-31T01:00:00Z,395.25,407.75,389,407,376.225,371.4375,19.5012359650614,6.25,0.125
2009-01-02T01:00:00Z,404,415.5,399.5,412.25,376.25,374.6375,19.3261741668083,6.25,0.125
2009-01-05T01:00:00Z,412.25,416,402,411.25,376.775,378.5,19.0598654584679,6.25,0.125
2009-01-06T01:00:00Z,410.25,429,407.25,427.5,377.52,384.4125,19.1943721855445,6.25,0.125
2009-01-07T01:00:00Z,424.25,427,413.25,416.5,378.395,388.7375,18.9471535762673,6.25,0.125
2009-01-08T01:00:00Z,413.5,418.5,405.75,406.75,378.825,392.6875,18.6372958974539,6.25,0.125
2009-01-09T01:00:00Z,408,418.25,407.5,410.75,379.225,396.125,18.2804311025812,6.25,0.125
2009-01-12T01:00:00Z,411,415.75,380.75,380.75,378.425,397.5875,19.1164095474522,6.25,0.125
2009-01-13T01:00:00Z,373,379.25,361.75,362.5,377.485,397.0375,19.1105890700796,6.25,0.125
2009-01-14T01:00:00Z,364.75,369.5,358.75,366.5,376.785,396.6,18.6925596165756,6.25,0.125
2009-01-15T01:00:00Z,366.5,369.25,359.75,365.25,376.03,395.1625,18.2329316357468,6.25,0.125
2009-01-16T01:00:00Z,365.25,393,365.25,391,375.59,395.2375,18.7087850539595,6.25,0.125
2009-01-20T01:00:00Z,389,407,376.25,383.5,375.455,394.9375,19.3108458012615,6.25,0.125
2009-01-21T01:00:00Z,382.25,391.75,378,390.25,375.7,395.4125,19.0328035111984,6.25,0.125
2009-01-22T01:00:00Z,389.75,394.75,378.5,387.5,375.94,395.7,18.8936633356385,6.25,0.125
2009-01-23T01:00:00Z,385,401,380.5,390.5,376.08,395.4875,18.9739801688566,6.25,0.125
2009-01-26T01:00:00Z,393.75,402.5,383.75,393.75,376.47,395.275,18.9627811604137,6.25,0.125
2009-01-27T01:00:00Z,392.75,396.25,376.75,377.5,376.63,393.5375,18.9896421023931,6.25,0.125
2009-01-28T01:00:00Z,378,386,372.5,384.5,376.78,393.0875,18.7151599972734,6.25,0.125
2009-01-29T01:00:00Z,384,384.25,378,381.75,376.81,392.3625,18.1044019974097,6.25,0.125
2009-01-30T01:00:00Z,382,385.75,377.5,379,376.675,390.9625,17.6116818975392,6.25,0.125
2009-02-02T01:00:00Z,378,378,363,370.5,376.485,388.875,17.5310978026623,6.25,0.125
2009-02-03T01:00:00Z,370,372.25,356,361.75,376.145,386.4,17.4670429125292,6.25,0.125
2009-02-04T01:00:00Z,361.25,369.25,355.75,358.25,376.035,382.9375,17.2686907669027,6.25,0.125
2009-02-05T01:00:00Z,358,372.25,356.5,371.25,376.69,380.675,17.1927562285576,6.25,0.125
2009-02-06T01:00:00Z,370.75,380.75,369.75,377.25,377.145,379.2,16.8831184171297,6.25,0.125
2009-02-09T01:00:00Z,375,383,372.5,377.5,377.625,377.5375,16.5639624962732,6.25,0.125
2009-02-10T01:00:00Z,374.5,380,368,376.75,378.08,377.3375,16.3357643714596,6.25,0.125
2009-02-11T01:00:00Z,373.25,376.5,368,368.5,378.135,377.6375,15.9564761528866,6.25,0.125
2009-02-12T01:00:00Z,368.75,377.75,366,366.25,378.485,377.625,15.7461523452422,6.25,0.125
2009-02-13T01:00:00Z,367.25,371,363,363.25,378.785,377.525,15.3588447279801,6.25,0.125
2009-02-17T01:00:00Z,362.75,365.5,346.25,349.25,378.805,375.4375,15.5534024915811,6.25,0.125
2009-02-18T01:00:00Z,349,352.25,346,349.25,379.11,373.725,15.0882323670021,6.25,0.125
2009-02-19T01:00:00Z,349,356.25,348.5,353.25,379.99,371.875,14.721320748652,6.25,0.125
2009-02-20T01:00:00Z,353.25,354.75,342,350.25,380.395,370.0125,14.6227547112194,6.25,0.125
2009-02-23T01:00:00Z,350,359.75,349.5,351.75,380.875,368.075,14.4041169756584,6.25,0.125
2009-02-24T01:00:00Z,350.5,354.75,345.25,354.25,381.12,366.1,14.1589111268755,6.25,0.125
2009-02-25T01:00:00Z,354.25,369,351,363.75,381.365,365.4125,14.3509655705317,6.25,0.125
2009-02-26T01:00:00Z,362.5,372,357.25,362,381.135,364.2875,14.3709172920051,6.25,0.125
2009-02-27T01:00:00Z,369.25,369.5,357,359,380.81,363.15,14.2773714274049,6.25,0.125
2009-03-02T01:00:00Z,357.25,362.75,344.5,350.25,379.935,361.7125,14.4760028560346,6.25,0.125
2009-03-03T01:00:00Z,349,354.25,347.25,350.5,379.155,360.7125,14.1022027132329,6.25,0.125
2009-03-04T01:00:00Z,349,365,347,363.5,378.635,360.8,14.2970925775712,6.25,0.125
2009-03-05T01:00:00Z,363.25,364.75,355.5,358.5,378.19,360.8125,14.0447379486927,6.25,0.125
2009-03-06T01:00:00Z,358,366.25,358,361.5,377.785,360.325,13.7550010512581,6.25,0.125
2009-03-09T00:00:00Z,363.75,370,357,365.5,377.2,359.7375,13.7172509986951,6.25,0.125
2009-03-10T00:00:00Z,364.5,384,364.25,375.5,376.75,359.6375,14.0188884487604,6.25,0.125
2009-03-11T00:00:00Z,374.5,381,362,364.5,375.795,359.025,14.2679440263224,6.25,0.125
2009-03-12T00:00:00Z,364,386.75,362.75,385.25,375.63,359.8625,14.7545468250063,6.25,0.125
2009-03-13T00:00:00Z,383.25,389.75,383,388.5,375.475,360.975,14.3543194837559,6.25,0.125
2009-03-16T00:00:00Z,384.5,397.5,381.5,391.5,375.165,362.3875,14.4366035095681,6.25,0.125
2009-03-17T00:00:00Z,389,395.25,388,390.5,374.73,364.45,14.0772733340897,6.25,0.125
2009-03-18T00:00:00Z,389.5,391.25,384.75,388.25,374.27,366.4,13.6984096673853,6.25,0.125
2009-03-19T00:00:00Z,395.25,402.5,393.5,396.5,373.65,368.5625,13.725989184016,6.25,0.125
2009-03-20T00:00:00Z,395,398,393.5,396.5,373.25,370.875,13.2646897248152,6.25,0.125
2009-03-23T00:00:00Z,395.75,403.75,392.5,395.5,373.025,373.0625,13.1639552385744,6.25,0.125
2009-03-24T00:00:00Z,395.5,398,392,393.75,372.685,375.0375,12.8057574766457,6.25,0.125
2009-03-25T00:00:00Z,393.5,394.25,384.5,385.75,372.785,376.1375,12.6529696028134,6.25,0.125
2009-03-26T00:00:00Z,386,392,386,390.75,373.35,377.575,12.3328211226728,6.25,0.125
2009-03-27T00:00:00Z,390.5,390.75,385,387,373.76,378.975,12.0036800665391,6.25,0.125
2009-03-30T00:00:00Z,387.75,389.5,376.75,386.25,374.18,380.775,12.0409960632122,6.25,0.125
2009-03-31T00:00:00Z,386,406,381.25,404.75,374.455,383.4875,12.6764462600516,6.25,0.125
2009-04-01T00:00:00Z,401.5,402.25,393,396,374.705,385.1125,12.630123947049,6.25,0.125
2009-04-02T00:00:00Z,395,407.5,394.5,402.5,374.95,387.3125,12.6486177496965,6.25,0.125
2009-04-03T00:00:00Z,401,405,397.5,404.5,375.29,389.4625,12.3911868622117,6.25,0.125
2009-04-06T00:00:00Z,404.5,407.25,399.75,405.5,375.59,391.4625,12.1466275191011,6.25,0.125
2009-04-07T00:00:00Z,403.75,404.75,395.5,396.25,375.64,392.5,12.0392961431461,6.25,0.125
2009-04-08T00:00:00Z,396,402.5,390,397,376.03,394.125,12.0623313359888,6.25,0.125
2009-04-09T00:00:00Z,396.5,405,389.25,390.25,376.145,394.375,12.2467147691893,6.25,0.125
2009-04-13T00:00:00Z,390,390.5,383,387.5,376.26,394.325,12.0093790307299,6.25,0.125
2009-04-14T00:00:00Z,387,399,385.25,394.25,376.565,394.4625,12.0964100791934,6.25,0.125
2009-04-15T00:00:00Z,394,394.75,384,384.5,376.845,394.1625,12.0290895752337,6.25,0.125
2009-04-16T00:00:00Z,385.25,389.5,380.75,385.75,377.325,394.0375,11.865135096472,6.25,0.125
2009-04-17T00:00:00Z,385.75,387.75,376,376.25,377.685,393.025,11.8593783416484,6.25,0.125
2009-04-20T00:00:00Z,374.75,384,360.5,369.5,377.65,391.675,12.441409424566,6.25,0.125
2009-04-21T00:00:00Z,370,379,368.5,374,377.585,390.6,12.3443389533377,6.25,0.125
2009-04-22T00:00:00Z,374.5,378.25,370,373.5,377.505,389.5875,12.1396220056708,6.25,0.125
2009-04-23T00:00:00Z,373.5,381.75,369.5,381,377.59,389.35,12.1451409053873,6.25,0.125
2009-04-24T00:00:00Z,380,386.25,374.5,377,377.76,388.6625,12.1253838601179,6.25,0.125
2009-04-27T00:00:00Z,375,375.5,362,372.25,377.88,387.925,12.269114667112,6.25,0.125
2009-04-28T00:00:00Z,372,377.75,368.25,375,378.115,387.3625,12.1306589337564,6.25,0.125
2009-04-29T00:00:00Z,375,394,375,393,378.99,386.775,12.4741259870686,6.25,0.125
2009-04-30T00:00:00Z,399,408.5,396,403.5,380.075,387.15,12.6254196877152,6.25,0.125
2009-05-01T00:00:00Z,401.5,415.75,401.25,413.75,381.285,387.7125,12.7191487033294,6.25,0.125
2009-05-04T00:00:00Z,407.75,413.75,400.5,405.5,382.39,387.7625,12.7456912681629,6.25,0.125
2009-05-05T00:00:00Z,405.75,409.75,396.5,405.25,383.46,387.75,12.7709067047548,6.25,0.125
2009-05-06T00:00:00Z,404,409.5,402.5,407.5,384.525,388.3125,12.482361369517,6.25,0.125
2009-05-07T00:00:00Z,407,420,406.25,412,385.49,389.0625,12.5457433010412,6.25,0.125
2009-05-08T00:00:00Z,410.75,421.25,410.25,421,386.67,390.6,12.4684561359891,6.25,0.125
2009-05-11T00:00:00Z,420,425,413,421.25,387.915,392.2875,12.4450333291897,6.25,0.125
2009-05-12T00:00:00Z,421.25,431.75,420,427.5,389.46,393.95,12.4102816627302,6.25,0.125
2009-05-13T00:00:00Z,427.5,434,421.25,426.5,390.98,396.05,12.4272675795937,6.25,0.125
2009-05-14T00:00:00Z,425,429.25,419.75,428.25,392.275,398.175,12.280904200614,6.25,0.125
2009-05-15T00:00:00Z,427.25,431,416,417.25,393.45,400.225,12.4168589905833,6.25,0.125
2009-05-18T00:00:00Z,413.25,428.5,406.25,421.5,394.65,402.825,12.9085160410541,6.25,0.125
2009-05-19T00:00:00Z,421.25,429,420.75,425.75,395.855,405.4125,12.6755902390014,6.25,0.125
2009-05-20T00:00:00Z,425,434.75,423,426,396.865,408.0375,12.6293107270514,6.25,0.125
2009-05-21T00:00:00Z,425.5,429,417.25,424,398.055,410.1875,12.5853451906988,6.25,0.125
2009-05-22T00:00:00Z,424,434,423.5,430.25,398.955,412.85,12.4810779311638,6.25,0.125
2009-05-26T00:00:00Z,426.25,433.75,421.75,427.5,399.735,415.6125,12.4570240346057,6.25,0.125
2009-05-27T00:00:00Z,428,432.25,424.25,426,400.425,418.1625,12.2341728328754,6.25,0.125
2009-05-28T00:00:00Z,425,434.75,422.5,428.75,401.19,419.95,12.2349641912316,6.25,0.125
2009-05-29T00:00:00Z,428.25,437,427,436.25,402.15,421.5875,12.12321598167,6.25,0.125
2009-06-01T00:00:00Z,434.25,445.75,434.25,445.75,403.135,423.1875,12.0920551825865,6.25,0.125
2009-06-02T00:00:00Z,443.25,450,440.5,449.5,404.195,425.3875,11.9624524234572,6.25,0.125
2009-06-03T00:00:00Z,448.5,450,430.25,432.5,404.935,426.75,12.3518298022843,6.25,0.125
2009-06-04T00:00:00Z,433.75,449,430,448.5,406.03,428.8,12.6842383121701,6.25,0.125
2009-06-05T00:00:00Z,447.5,448.5,440,444,407.195,430.4,12.4750263965616,6.25,0.125
2009-06-08T00:00:00Z,443,446.75,433.25,435,408.08,431.1,12.5262750767335,6.25,0.125
