time,open,high,low,close,Average True Range,Tick value,Tick size,JPYUSD FX
2008-12-30,5840,6030,5820,5950,300,10000,10,0.011071
2009-01-05,6340,6360,6130,6190,291,10000,10,0.010708
2009-01-06,6340,6340,6160,6190,286.5,10000,10,0.010677
2009-01-07,6190,6460,6190,6360,287,10000,10,0.010792
2009-01-08,6310,6320,5980,5990,296.5,10000,10,0.010965
2009-01-09,5970,6090,5900,5970,278.5,10000,10,0.011066
2009-01-13,5940,5960,5490,5490,291.5,10000,10,0.011188
2009-01-14,5460,5650,5350,5490,288,10000,10,0.011229
2009-01-15,5490,5520,5110,5160,297,10000,10,0.011132
2009-01-16,5180,5410,5080,5360,281.5,10000,10,0.011027
2009-01-19,5360,5460,5310,5370,264,10000,10,0.011032
2009-01-20,5370,5400,5070,5170,271.5,10000,10,0.01114
2009-01-21,5170,5270,4900,4990,270.5,10000,10,0.011176
2009-01-22,4960,5170,4880,5150,273.5,10000,10,0.011246
2009-01-23,5140,5140,4840,4850,278.5,10000,10,0.011268
2009-01-26,4850,4920,4680,4710,276.5,10000,10,0.011224
2009-01-27,4710,5230,4670,5200,291.5,10000,10,0.01124
2009-01-28,5220,5300,5040,5230,297.5,10000,10,0.011072
2009-01-29,5240,5430,5210,5320,301,10000,10,0.01111
2009-01-30,5300,5300,5030,5060,309,10000,10,0.011115
2009-02-02,5050,5110,4910,4990,308.5,10000,10,0.011179
2009-02-03,4940,5220,4830,4890,307.5,10000,10,0.011181
2009-02-04,4930,5210,4870,5130,315.5,10000,10,0.011182
2009-02-05,5090,5220,5010,5050,312.5,10000,10,0.010964
2009-02-06,5070,5300,5020,5180,307.5,10000,10,0.010881
2009-02-09,5170,5390,5020,5030,316.5,10000,10,0.010934
2009-02-10,5080,5260,5020,5070,304.5,10000,10,0.011052
2009-02-12,5100,5130,4780,4870,307,10000,10,0.010995
2009-02-13,4840,5010,4750,4890,299.5,10000,10,0.010886
2009-02-16,4880,4970,4800,4840,291.5,10000,10,0.010902
2009-02-17,4850,4870,4720,4760,291.5,10000,10,0.010822
2009-02-18,4750,4760,4580,4700,284,10000,10,0.010662
2009-02-19,4700,4760,4650,4690,271,10000,10,0.010617
2009-02-20,4690,4740,4490,4500,269,10000,10,0.010712
2009-02-23,4520,4540,4310,4500,265,10000,10,0.01057
2009-02-24,4510,4590,4260,4410,269.5,10000,10,0.010346
2009-02-25,4420,4600,4330,4600,255,10000,10,0.010267
2009-02-26,4610,4720,4540,4550,251,10000,10,0.010151
2009-02-27,4560,4710,4520,4680,249.5,10000,10,0.010248
2009-03-02,4690,4690,4340,4370,252.5,10000,10,0.010262
2009-03-03,4370,4410,4200,4330,253,10000,10,0.010188
2009-03-04,4320,4440,4210,4390,245,10000,10,0.010085
2009-03-05,4430,4660,4410,4530,241.5,10000,10,0.010195
2009-03-06,4520,4560,4270,4290,245.5,10000,10,0.010177
2009-03-09,4300,4350,4140,4170,242,10000,10,0.010117
2009-03-10,4170,4230,4080,4160,231,10000,10,0.010135
2009-03-11,4160,4520,4140,4480,238,10000,10,0.01028
2009-03-12,4460,4570,4250,4260,236.5,10000,10,0.010233
2009-03-13,4250,4690,4240,4680,246,10000,10,0.010205
2009-03-16,4690,4870,4680,4850,247,10000,10,0.010185
2009-03-17,4880,5090,4830,5060,252.5,10000,10,0.010141
2009-03-18,5080,5160,4980,5090,252.5,10000,10,0.010393
2009-03-19,5080,5150,5010,5030,254,10000,10,0.010578
2009-03-23,5040,5370,5020,5350,259,10000,10,0.010314
2009-03-24,5370,5630,5360,5570,261.5,10000,10,0.010219
2009-03-25,5580,5680,5510,5610,253.5,10000,10,0.010253
2009-03-26,5540,5880,5530,5880,257.5,10000,10,0.01013
2009-03-27,5880,6030,5780,5800,261,10000,10,0.010219
2009-03-30,5810,5830,5360,5370,275,10000,10,0.010282
2009-03-31,5320,5570,5230,5290,274.5,10000,10,0.010104
2009-04-01,5320,5570,5260,5550,279.5,10000,10,0.010149
2009-04-02,5530,5940,5480,5860,291,10000,10,0.010048
2009-04-03,5890,6070,5870,5900,288,10000,10,0.009968
2009-04-06,5930,6180,5920,6060,287.5,10000,10,0.009902
2009-04-07,6070,6130,5960,6030,285.5,10000,10,0.009958
2009-04-08,6020,6020,5730,5750,293,10000,10,0.010024
2009-04-09,5750,6120,5740,6100,293,10000,10,0.009959
2009-04-10,6070,6270,6020,6140,289.5,10000,10,0.009978
2009-04-13,6130,6210,6050,6060,275,10000,10,0.00999
2009-04-14,6060,6170,5920,6020,278,10000,10,0.010103
2009-04-15,6020,6110,5850,5910,278,10000,10,0.010064
2009-04-16,5930,6220,5890,5920,285.5,10000,10,0.010071
2009-04-17,5900,6140,5870,6110,292,10000,10,0.010085
2009-04-20,6080,6140,5990,6100,282,10000,10,0.010215
2009-04-21,6090,6110,5780,5940,284.5,10000,10,0.010128
2009-04-22,5910,5990,5850,5920,283,10000,10,0.010203
2009-04-23,5890,6050,5810,6000,277.5,10000,10,0.010207
2009-04-24,6010,6050,5860,5910,274.5,10000,10,0.010292
2009-04-27,5920,6020,5820,5920,261,10000,10,0.010334
2009-04-28,5880,5990,5660,5680,260.5,10000,10,0.010369
2009-04-30,5660,6030,5650,6030,264,10000,10,0.010139
2009-05-01,6100,6220,5990,6200,252.5,10000,10,0.01009
2009-05-07,6220,6580,6220,6540,261,10000,10,0.010089
2009-05-08,6530,6640,6510,6630,253.5,10000,10,0.010155
2009-05-11,6630,6680,6510,6620,253.5,10000,10,0.010258
2009-05-12,6560,6570,6470,6490,246,10000,10,0.010368
2009-05-13,6520,6570,6440,6530,233.5,10000,10,0.010494
2009-05-14,6490,6510,6220,6300,236.5,10000,10,0.010438
2009-05-15,6270,6450,6220,6440,240,10000,10,0.010503
2009-05-18,6420,6420,6160,6250,241.5,10000,10,0.010383
2009-05-19,6300,6510,6280,6470,241.5,10000,10,0.01042
2009-05-20,6490,6590,6480,6500,231,10000,10,0.010539
2009-05-21,6520,6580,6350,6450,229,10000,10,0.010591
2009-05-22,6480,6490,6280,6400,232,10000,10,0.010551
2009-05-25,6380,6580,6370,6510,226,10000,10,0.010544
2009-05-26,6500,6560,6400,6510,227,10000,10,0.010523
2009-05-27,6470,6670,6400,6600,228.5,10000,10,0.010489
2009-05-28,6610,6670,6520,6620,226.5,10000,10,0.010326
2009-05-29,6620,6690,6590,6680,221.5,10000,10,0.01049
2009-06-01,6690,6870,6660,6860,215.5,10000,10,0.010352
2009-06-02,6910,6980,6860,6880,202.5,10000,10,0.010444
2009-06-03,6860,6950,6840,6930,196.5,10000,10,0.010418
2009-06-04,6940,6950,6820,6860,184,10000,10,0.010354
2009-06-05,6900,6950,6890,6950,182,10000,10,0.01014
2009-06-08,6960,7090,6950,7020,180.5,10000,10,0.010153
2009-06-09,6980,7030,6920,6950,178.5,10000,10,0.010268
2009-06-10,6950,7140,6920,7130,183,10000,10,0.010191
2009-06-11,7150,7210,7100,7150,173,10000,10,0.010243
2009-06-12,7110,7310,7100,7270,172,10000,10,0.01016
2009-06-15,7270,7270,7160,7170,163.5,10000,10,0.01022
2009-06-16,7150,7160,6880,6900,165,10000,10,0.010375
2009-06-17,6910,6980,6840,6960,166,10000,10,0.010443
2009-06-18,6940,6960,6780,6860,163.5,10000,10,0.010358
2009-06-19,6890,6960,6810,6900,160.5,10000,10,0.010387
2009-06-22,6890,7030,6890,6960,157,10000,10,0.010431
2009-06-23,6910,6920,6640,6670,165,10000,10,0.010502
2009-06-24,6710,6760,6650,6700,157,10000,10,0.010455
2009-06-25,6680,7020,6680,6920,166.5,10000,10,0.010422
2009-06-26,6890,7040,6860,7030,170.5,10000,10,0.010503
2009-06-29,7060,7080,6880,6950,170,10000,10,0.01041
2009-06-30,6960,7140,6950,7060,173.5,10000,10,0.010377
2009-07-01,7060,7220,6990,7060,179.5,10000,10,0.010346
2009-07-02,7100,7120,7000,7020,179,10000,10,0.010423
2009-07-03,6990,7000,6810,6970,185,10000,10,0.010422
2009-07-06,6950,6960,6780,6830,187.5,10000,10,0.010488
2009-07-07,6800,6870,6730,6770,189,10000,10,0.010539
2009-07-08,6750,6820,6540,6540,192,10000,10,0.010766
2009-07-09,6590,6590,6400,6440,196,10000,10,0.010753
2009-07-10,6460,6510,6380,6380,192,10000,10,0.010804
2009-07-13,6360,6480,6160,6170,202.5,10000,10,0.010765
2009-07-14,6170,6430,6150,6380,202,10000,10,0.010694
2009-07-15,6370,6470,6350,6420,201,10000,10,0.010611
2009-07-16,6440,6630,6430,6460,202.5,10000,10,0.010647
2009-07-17,6490,6560,6450,6510,200.5,10000,10,0.010613
2009-07-21,6520,6790,6510,6780,207.5,10000,10,0.010667
2009-07-22,6770,6890,6730,6860,199.5,10000,10,0.010679
2009-07-23,6820,7000,6780,6910,205,10000,10,0.010529
2009-07-24,6930,7090,6920,7070,197,10000,10,0.010542
2009-07-27,7100,7320,7090,7210,200.5,10000,10,0.010508
2009-07-28,7210,7260,7170,7210,195,10000,10,0.010577
2009-07-29,7230,7300,7150,7240,193,10000,10,0.010527
2009-07-30,7180,7340,7160,7330,190.5,10000,10,0.010465
2009-07-31,7330,7510,7310,7500,194.5,10000,10,0.010562
2009-08-03,7510,7520,7450,7490,187.5,10000,10,0.010496
2009-08-04,7480,7620,7480,7530,185,10000,10,0.010501
2009-08-05,7550,7550,7370,7380,187,10000,10,0.01053
2009-08-06,7390,7570,7390,7530,182.5,10000,10,0.010476
2009-08-07,7540,7580,7380,7550,183,10000,10,0.010252
2009-08-10,7510,7730,7460,7680,190,10000,10,0.010293
2009-08-11,7710,7730,7640,7710,178.5,10000,10,0.010416
2009-08-12,7730,7770,7560,7570,175,10000,10,0.010411
2009-08-13,7500,7690,7470,7650,180,10000,10,0.01048
2009-08-14,7670,7770,7640,7720,176,10000,10,0.010532
2009-08-17,7710,7750,7370,7380,189.5,10000,10,0.01058
2009-08-18,7360,7460,7290,7430,184,10000,10,0.010562
2009-08-19,7450,7470,7310,7340,184,10000,10,0.010629
2009-08-20,7300,7540,7240,7490,188,10000,10,0.010617
2009-08-21,7510,7520,7260,7410,192,10000,10,0.010594
2009-08-24,7440,7730,7410,7680,195.5,10000,10,0.010576
2009-08-25,7700,7710,7590,7630,197,10000,10,0.010618
2009-08-26,7670,7810,7650,7770,198.5,10000,10,0.010609
2009-08-27,7770,7790,7520,7640,203,10000,10,0.010693
2009-08-28,7680,7700,7600,7660,198,10000,10,0.010684
2009-08-31,7670,7900,7550,7580,212,10000,10,0.010738
2009-09-01,7560,7720,7540,7630,214,10000,10,0.010761
2009-09-02,7640,7640,7340,7440,220,10000,10,0.010844
2009-09-03,7410,7440,7310,7330,217,10000,10,0.010795
2009-09-04,7350,7390,7270,7320,213,10000,10,0.010751
2009-09-07,7360,7460,7330,7440,206.5,10000,10,0.010746
2009-09-08,7450,7540,7430,7540,207.5,10000,10,0.01083
2009-09-09,7540,7550,7360,7460,206.5,10000,10,0.010866
2009-09-10,7430,7640,7410,7620,207,10000,10,0.010901
2009-09-11,7620,7640,7510,7550,207,10000,10,0.011027
2009-09-14,7560,7570,7270,7330,203,10000,10,0.010997
2009-09-15,7360,7410,7280,7340,201,10000,10,0.010981
2009-09-16,7350,7520,7300,7360,204,10000,10,0.010998
2009-09-17,7370,7550,7340,7530,199.5,10000,10,0.01098
2009-09-18,7520,7540,7400,7490,193.5,10000,10,0.010953
2009-09-24,7490,7680,7470,7610,188,10000,10,0.010957
2009-09-25,7560,7610,7380,7460,193.5,10000,10,0.011157
2009-09-28,7460,7470,7120,7180,202,10000,10,0.011158
2009-09-29,7180,7290,7160,7250,195,10000,10,0.011099
2009-09-30,7250,7300,7220,7260,194,10000,10,0.01115
2009-10-01,7260,7280,7110,7130,185,10000,10,0.011162
2009-10-02,7140,7170,6860,6880,191.5,10000,10,0.011135
2009-10-05,6870,6920,6820,6830,181.5,10000,10,0.01117
2009-10-06,6830,6910,6780,6830,181.5,10000,10,0.011258
2009-10-07,6850,6980,6840,6940,183,10000,10,0.011284
2009-10-08,6940,7020,6880,7010,183,10000,10,0.011313
2009-10-09,7020,7160,7000,7160,185.5,10000,10,0.011139
2009-10-13,7170,7280,7110,7240,184.5,10000,10,0.011145
2009-10-14,7260,7270,7170,7230,178,10000,10,0.01118
2009-10-15,7250,7440,7240,7390,182,10000,10,0.011042
2009-10-16,7390,7460,7370,7420,171.5,10000,10,0.011
2009-10-19,7450,7450,7280,7400,173.5,10000,10,0.011042
2009-10-20,7420,7520,7420,7480,168.5,10000,10,0.011016
2009-10-21,7470,7510,7430,7480,162,10000,10,0.01099
2009-10-22,7480,7500,7310,7420,164.5,10000,10,0.010954
2009-10-23,7410,7530,7360,7440,162.5,10000,10,0.010862
2009-10-26,7470,7560,7400,7510,159,10000,10,0.010847
2009-10-27,7500,7550,7350,7400,151.5,10000,10,0.010894
2009-10-28,7400,7400,7220,7230,154,10000,10,0.011022
2009-10-29,7230,7240,7000,7030,162,10000,10,0.010938
2009-10-30,7030,7200,7010,7160,163,10000,10,0.011099
2009-11-02,7150,7160,6870,6980,162,10000,10,0.011082
2009-11-04,6980,7000,6910,6970,161.5,10000,10,0.01102
2009-11-05,6990,7030,6830,6850,165,10000,10,0.011022
2009-11-06,6860,7010,6810,6930,167.5,10000,10,0.011127
2009-11-09,6940,7000,6880,6950,166.5,10000,10,0.011116
2009-11-10,6970,7140,6960,7020,168,10000,10,0.011134
2009-11-11,7010,7110,7000,7030,165,10000,10,0.01113
2009-11-12,7060,7120,6930,6940,169.5,10000,10,0.011065
2009-11-13,6940,6970,6860,6900,164.5,10000,10,0.011152
2009-11-16,6920,6960,6870,6950,164.5,10000,10,0.011229
2009-11-17,6970,7010,6860,6890,163.5,10000,10,0.011203
2009-11-18,6890,6950,6780,6820,166,10000,10,0.011195
2009-11-19,6830,6850,6640,6700,172.5,10000,10,0.011238
2009-11-20,6690,6690,6570,6640,169.5,10000,10,0.011253
2009-11-24,6620,6670,6540,6540,167.5,10000,10,0.011298
2009-11-25,6500,6600,6470,6600,166,10000,10,0.011448
2009-11-26,6620,6640,6470,6540,164.5,10000,10,0.01155
2009-11-27,6540,6540,6210,6220,172,10000,10,0.011564
2009-11-30,6190,6500,6150,6480,177.5,10000,10,0.011574
2009-12-01,6480,6720,6370,6700,185.5,10000,10,0.011534
2009-12-02,6610,6800,6610,6780,180.5,10000,10,0.011444
2009-12-03,6780,7130,6760,7100,194.5,10000,10,0.011329
2009-12-04,7130,7180,7050,7150,191,10000,10,0.011045
2009-12-07,7150,7360,7120,7300,193,10000,10,0.011172
2009-12-08,7290,7310,7210,7270,192,10000,10,0.011306
2009-12-09,7270,7280,7140,7140,189.5,10000,10,0.01138
2009-12-10,7110,7200,6980,6990,195,10000,10,0.011337
2009-12-11,6990,7260,6950,7260,201,10000,10,0.011228
2009-12-14,7230,7280,7160,7260,201.5,10000,10,0.011284
2009-12-15,7260,7270,7180,7230,201.5,10000,10,0.011159
2009-12-16,7230,7390,7210,7340,203,10000,10,0.01114
2009-12-17,7330,7420,7310,7310,200,10000,10,0.011115
2009-12-18,7280,7320,7170,7300,197,10000,10,0.011058
2009-12-21,7310,7370,7310,7350,194,10000,10,0.010966
2009-12-22,7340,7540,7320,7510,198.5,10000,10,0.010889
2009-12-24,7510,7720,7490,7670,203.5,10000,10,0.010924
2009-12-25,7680,7690,7630,7670,198,10000,10,0.010977
2009-12-28,7680,7830,7670,7790,189.5,10000,10,0.010914
2009-12-29,7790,7880,7750,7810,178.5,10000,10,0.01087
2009-12-30,7840,7890,7690,7700,171,10000,10,0.010818
2010-01-04,7760,7860,7750,7800,169.5,10000,10,0.010809
2010-01-05,7830,7960,7810,7850,159,10000,10,0.010905
2010-01-06,7870,7940,7820,7870,158.5,10000,10,0.010832
2010-01-07,7870,7940,7800,7860,153.5,10000,10,0.010713
2010-01-08,7860,7990,7810,7970,157.5,10000,10,0.01079
2010-01-12,7990,8070,7910,8050,158.5,10000,10,0.010991
2010-01-13,8050,8050,7870,7880,156.5,10000,10,0.010944
2010-01-14,7860,8070,7840,8050,152.5,10000,10,0.010965
2010-01-15,8060,8140,8030,8130,152,10000,10,0.011015
2010-01-18,8110,8120,7930,8000,157.5,10000,10,0.011016
2010-01-19,8000,8030,7900,7920,155,10000,10,0.010972
2010-01-20,7940,8020,7860,7870,157.5,10000,10,0.010959
2010-01-21,7850,8050,7800,8000,162.5,10000,10,0.011057
2010-01-22,7990,7990,7670,7750,175.5,10000,10,0.011132
2010-01-25,7780,7800,7560,7670,176.5,10000,10,0.011077
2010-01-26,7660,7740,7480,7500,178,10000,10,0.011154
2010-01-27,7470,7540,7410,7430,181.5,10000,10,0.011113
2010-01-28,7390,7630,7370,7580,186.5,10000,10,0.011121
2010-01-29,7560,7620,7310,7320,195.5,10000,10,0.011078
2010-02-01,7350,7400,7280,7350,191.5,10000,10,0.011036
2010-02-02,7380,7560,7360,7530,194,10000,10,0.011064
2010-02-03,7530,7590,7490,7580,191,10000,10,0.010992
2010-02-04,7580,7610,7440,7510,193.5,10000,10,0.011228
2010-02-05,7490,7500,7180,7220,203,10000,10,0.011206
2010-02-08,7230,7230,7070,7120,202,10000,10,0.011204
2010-02-09,7130,7180,7020,7100,202,10000,10,0.011149
2010-02-10,7130,7210,7110,7150,198.5,10000,10,0.011118
2010-02-12,7170,7260,7130,7260,193.5,10000,10,0.011115
2010-02-15,7250,7280,7160,7170,194,10000,10,0.01111
2010-02-16,7160,7220,7160,7180,187,10000,10,0.011094
2010-02-17,7200,7470,7200,7450,195,10000,10,0.010958
2010-02-18,7430,7500,7420,7490,191,10000,10,0.010896
2010-02-19,7460,7520,7280,7300,190.5,10000,10,0.010927
2010-02-22,7300,7610,7280,7530,190.5,10000,10,0.010972
2010-02-23,7530,7550,7430,7510,184.5,10000,10,0.011085
2010-02-24,7510,7530,7280,7360,184,10000,10,0.011093
2010-02-25,7340,7430,7240,7260,187,10000,10,0.011224
2010-02-26,7270,7340,7240,7260,179,10000,10,0.011246
2010-03-01,7260,7380,7240,7330,170.5,10000,10,0.011219
2010-03-02,7370,7410,7300,7390,170,10000,10,0.011255
2010-03-03,7390,7440,7340,7390,164.5,10000,10,0.011305
2010-03-04,7390,7430,7290,7300,166.5,10000,10,0.011231
2010-03-05,7280,7550,7270,7530,172,10000,10,0.011075
2010-03-08,7540,7750,7520,7740,167,10000,10,0.011073
2010-03-09,7760,7760,7700,7720,162,10000,10,0.011115
2010-03-10,7720,7750,7670,7730,158,10000,10,0.011046
2010-03-11,7730,7850,7720,7840,159,10000,10,0.011049
2010-03-12,7850,7950,7800,7910,160,10000,10,0.011043
2010-03-15,7910,7980,7880,7900,159,10000,10,0.011046
2010-03-16,7910,7950,7880,7900,159.5,10000,10,0.011073
2010-03-17,7910,8040,7900,8010,152,10000,10,0.011074
2010-03-18,8010,8030,7900,7920,154.5,10000,10,0.011064
2010-03-19,7910,8000,7880,7980,148.5,10000,10,0.011043
2010-03-23,7990,7990,7930,7950,135,10000,10,0.011062
2010-03-24,7920,8060,7890,7970,137.5,10000,10,0.010834
2010-03-25,7960,8040,7930,8000,130.5,10000,10,0.010784
2010-03-26,8010,8180,8000,8160,130,10000,10,0.010808
2010-03-29,8170,8250,8130,8250,131,10000,10,0.010815
2010-03-30,8280,8360,8240,8350,130,10000,10,0.010778
2010-03-31,8380,8390,8310,8330,128.5,10000,10,0.0107
2010-04-01,8330,8520,8320,8460,133.5,10000,10,0.010658
2010-04-02,8460,8560,8460,8540,131.5,10000,10,0.010569
2010-04-05,8550,8620,8540,8590,121.5,10000,10,0.010597
2010-04-06,8580,8600,8450,8510,117.5,10000,10,0.010662
2010-04-07,8510,8600,8500,8520,119.5,10000,10,0.010714
2010-04-08,8500,8520,8390,8400,122,10000,10,0.01071
2010-04-09,8380,8450,8330,8440,121.5,10000,10,0.010732
2010-04-12,8450,8600,8450,8490,122,10000,10,0.010725
2010-04-13,8480,8510,8320,8380,126.5,10000,10,0.01073
2010-04-14,8410,8510,8380,8440,129.5,10000,10,0.010726
2010-04-15,8440,8560,8440,8500,128.5,10000,10,0.010749
2010-04-16,8490,8490,8310,8320,131.5,10000,10,0.010852
2010-04-19,8320,8380,8110,8140,139,10000,10,0.010822
2010-04-20,8110,8240,8070,8130,144.5,10000,10,0.010727
2010-04-21,8150,8330,8140,8330,146,10000,10,0.010732
2010-04-22,8320,8320,8090,8180,152.5,10000,10,0.010697
2010-04-23,8190,8220,8080,8180,150.5,10000,10,0.010642
2010-04-26,8150,8400,8140,8390,157.5,10000,10,0.010642
2010-04-27,8410,8450,8340,8440,157,10000,10,0.010722
2010-04-28,8400,8420,8100,8170,170,10000,10,0.010635
2010-04-30,8150,8330,8060,8280,173.5,10000,10,0.010654
2010-05-06,8310,8340,7900,7910,190.5,10000,10,0.011044
2010-05-07,7850,7920,7430,7660,211,10000,10,0.010919
2010-05-10,7610,7780,7570,7770,214,10000,10,0.010719
2010-05-11,7820,7950,7620,7630,225.5,10000,10,0.010793
2010-05-12,7630,7740,7570,7600,227.5,10000,10,0.010727
2010-05-13,7640,7880,7630,7870,235.5,10000,10,0.010782
2010-05-14,7890,7900,7610,7680,242,10000,10,0.010813
2010-05-17,7690,7690,7380,7470,248,10000,10,0.0108
2010-05-18,7520,7570,7430,7490,248.5,10000,10,0.010842
2010-05-19,7560,7570,7270,7370,257.5,10000,10,0.010906
2010-05-20,7400,7400,7230,7270,256.5,10000,10,0.01115
2010-05-21,7280,7330,6920,6960,263.5,10000,10,0.011104
2010-05-24,6970,7020,6850,6990,263.5,10000,10,0.011075
2010-05-25,7020,7030,6650,6670,272.5,10000,10,0.011082
2010-05-26,6610,6860,6500,6720,278.5,10000,10,0.011122
2010-05-27,6680,6880,6620,6880,284.5,10000,10,0.010982
2010-05-28,6910,7060,6840,7030,282.5,10000,10,0.010981
2010-05-31,7010,7100,6950,6990,284.5,10000,10,0.010957
2010-06-01,6980,6990,6880,6970,273,10000,10,0.010993
2010-06-02,6880,7000,6780,6840,270.5,10000,10,0.010854
2010-06-03,6880,7180,6820,7170,266.5,10000,10,0.010786
2010-06-04,7180,7220,7090,7160,248.5,10000,10,0.010881
2010-06-07,7180,7200,6720,6740,262,10000,10,0.010944
2010-06-08,6770,6820,6650,6760,254,10000,10,0.010934
2010-06-09,6730,6760,6600,6710,253.5,10000,10,0.010954
2010-06-10,6710,6740,6620,6700,245.5,10000,10,0.010946
2010-06-11,6670,6960,6670,6900,245.5,10000,10,0.010911
2010-06-14,6880,7080,6850,7070,241.5,10000,10,0.010919
2010-06-15,7060,7100,7010,7030,239,10000,10,0.010936
2010-06-16,7020,7300,6990,7280,239.5,10000,10,0.010936
2010-06-17,7270,7270,7170,7200,236.5,10000,10,0.010989
2010-06-18,7180,7270,7150,7190,222,10000,10,0.011026
2010-06-21,7170,7440,7150,7420,228,10000,10,0.010976
2010-06-22,7440,7450,7290,7300,217,10000,10,0.011041
2010-06-23,7300,7330,7090,7090,211,10000,10,0.011134
2010-06-24,7110,7200,7080,7100,204,10000,10,0.011161
2010-06-25,7070,7070,6880,6930,204,10000,10,0.011206
2010-06-28,6950,6970,6860,6880,202,10000,10,0.011189
2010-06-29,6880,6960,6730,6740,208,10000,10,0.011288
2010-06-30,6730,6730,6530,6550,207.5,10000,10,0.011308
2010-07-01,6570,6580,6330,6370,202,10000,10,0.011414
2010-07-02,6350,6440,6340,6400,200.5,10000,10,0.011395
2010-07-05,6400,6470,6390,6450,180.5,10000,10,0.011393
2010-07-06,6450,6550,6270,6540,186,10000,10,0.011426
2010-07-07,6580,6640,6400,6480,190,10000,10,0.011402
2010-07-08,6460,6740,6410,6730,200.5,10000,10,0.011319
2010-07-09,6710,6800,6670,6770,192.5,10000,10,0.011285
2010-07-12,6760,6830,6720,6740,186.5,10000,10,0.011284
2010-07-13,6700,6820,6680,6720,189,10000,10,0.01127
2010-07-14,6710,7000,6700,6980,188.5,10000,10,0.011313
2010-07-15,6970,6990,6850,6860,190,10000,10,0.011443
2010-07-16,6820,6870,6570,6590,199,10000,10,0.01155
2010-07-20,6640,6660,6430,6490,196,10000,10,0.011428
2010-07-21,6470,6590,6350,6470,200,10000,10,0.011488
2010-07-22,6510,6520,6360,6390,196,10000,10,0.011501
2010-07-23,6420,6670,6410,6630,204,10000,10,0.011435
2010-07-26,6620,6750,6610,6680,200,10000,10,0.01151
2010-07-27,6650,6730,6610,6690,200.5,10000,10,0.011375
2010-07-28,6730,6950,6720,6920,202,10000,10,0.011433
2010-07-29,6930,6940,6830,6880,197,10000,10,0.011522
2010-07-30,6900,6930,6690,6720,196.5,10000,10,0.011568
2010-08-02,6720,6870,6600,6750,205,10000,10,0.011561
2010-08-03,6770,6940,6760,6870,210.5,10000,10,0.011658
2010-08-04,6830,6850,6660,6680,207,10000,10,0.011591
2010-08-05,6710,6880,6660,6810,206,10000,10,0.011649
2010-08-06,6780,6850,6720,6840,196,10000,10,0.011695
2010-08-09,6840,6870,6690,6750,198.5,10000,10,0.011637
2010-08-10,6760,6860,6690,6730,201.5,10000,10,0.011704
2010-08-11,6710,6710,6460,6470,208,10000,10,0.01172
2010-08-12,6420,6450,6240,6380,204.5,10000,10,0.011642
2010-08-13,6440,6470,6260,6460,208,10000,10,0.011601
2010-08-16,6440,6460,6270,6370,202.5,10000,10,0.011719
2010-08-17,6390,6400,6260,6360,198,10000,10,0.011693
2010-08-18,6370,6470,6330,6430,193,10000,10,0.011702
2010-08-19,6420,6570,6370,6550,195,10000,10,0.011711
2010-08-20,6540,6550,6340,6350,191.5,10000,10,0.01168
2010-08-23,6350,6370,6260,6290,190,10000,10,0.011743
2010-08-24,6280,6330,6150,6160,193,10000,10,0.01191
2010-08-25,6100,6140,5980,6020,189,10000,10,0.011825
2010-08-26,6030,6100,5920,6080,192.5,10000,10,0.01184
2010-08-27,6070,6210,5990,6160,191.5,10000,10,0.011732
2010-08-30,6140,6480,6110,6320,196.5,10000,10,0.011818
2010-08-31,6310,6330,5980,5990,204.5,10000,10,0.011878
2010-09-01,6020,6130,5950,6120,203,10000,10,0.011843
2010-09-02,6070,6280,6040,6230,204,10000,10,0.011864
2010-09-03,6190,6340,6180,6290,205.5,10000,10,0.011855
2010-09-06,6290,6500,6290,6480,207,10000,10,0.011876
2010-09-07,6450,6510,6390,6410,204.5,10000,10,0.011928
2010-09-08,6410,6410,6230,6250,200,10000,10,0.011922
2010-09-09,6270,6370,6250,6320,194.5,10000,10,0.011937
2010-09-10,6310,6530,6300,6470,195.5,10000,10,0.011882
2010-09-13,6470,6640,6450,6550,195.5,10000,10,0.011947
2010-09-14,6560,6600,6490,6540,194,10000,10,0.012043
2010-09-15,6510,6830,6430,6760,207,10000,10,0.011663
2010-09-16,6770,6870,6710,6720,205,10000,10,0.011657
2010-09-17,6760,6890,6730,6860,203,10000,10,0.011648
2010-09-21,6880,6940,6790,6820,205,10000,10,0.011752
2010-09-22,6830,6870,6780,6810,200.5,10000,10,0.011835
2010-09-24,6770,6850,6650,6690,201.5,10000,10,0.011873
2010-09-27,6690,6860,6660,6830,202.5,10000,10,0.011864
2010-09-28,6810,6850,6760,6780,196,10000,10,0.011922
2010-09-29,6720,6900,6710,6850,187,10000,10,0.011946
2010-09-30,6870,6870,6650,6650,180.5,10000,10,0.011973
2010-10-01,6680,6770,6650,6680,177.5,10000,10,0.012017
2010-10-04,6700,6810,6640,6640,174,10000,10,0.011996
2010-10-05,6620,6830,6590,6810,178,10000,10,0.012016
2010-10-06,6760,6990,6750,6990,179.5,10000,10,0.012058
2010-10-07,6990,7020,6940,6980,177.5,10000,10,0.012135
2010-10-08,6950,6980,6870,6870,174,10000,10,0.012207
2010-10-12,6840,6940,6670,6690,181.5,10000,10,0.012237
2010-10-13,6710,6800,6660,6700,177,10000,10,0.012224
