time,open,high,low,close,MA,MA,ATR
2001-02-08T23:00:00Z,1336.25,1338.5,1318.75,1321,1344.665,1355.9875,25.142807129157518
2001-02-11T23:00:00Z,1321.75,1338,1319.25,1333.75,1344.635,1356.175,24.823166772699643
2001-02-12T23:00:00Z,1334.25,1342,1322.25,1326,1344.735,1355.7125,24.569508434064662
2001-02-13T23:00:00Z,1326.25,1326.75,1308.5,1319.75,1344.715,1354.625,24.25353301236143
2001-02-14T23:00:00Z,1320,1335.75,1318.5,1333,1344.785,1353.475,23.903356361743356
2001-02-15T23:00:00Z,1330.25,1330.25,1296.25,1305,1343.4,1351.3,24.54568854365619
2001-02-19T23:00:00Z,1304.25,1311.5,1281.75,1285.25,1342.015,1347.6625,24.80590411647338
2001-02-20T23:00:00Z,1284.5,1288.5,1255,1256.5,1340.405,1342.1875,25.24060891064971
2001-02-21T23:00:00Z,1258,1264.75,1230.25,1257.25,1338.385,1336.5375,25.70357846511722
2001-02-22T23:00:00Z,1257.5,1261.75,1217,1247.5,1335.275,1330.6625,26.655899541861356
2001-02-25T23:00:00Z,1251.25,1274.25,1243.75,1273.25,1332.745,1326.1625,26.84810456476829
2001-02-26T23:00:00Z,1273,1277,1254.25,1264,1330.48,1320.8625,26.643199336529875
2001-02-27T23:00:00Z,1263.75,1269,1230.75,1242,1328.155,1313.825,27.22353936970338
2001-02-28T23:00:00Z,1239.25,1244,1215.5,1243.5,1326.51,1307.325,27.28736240121821
2001-03-01T23:00:00Z,1243,1254.25,1221,1234,1324.27,1299.9,27.5854942811573
2001-03-04T23:00:00Z,1236.25,1244.5,1234.75,1243.75,1322.79,1294.425,26.731219567099437
2001-03-05T23:00:00Z,1243.5,1270.5,1242.5,1256.75,1322.32,1289.1625,26.794658588744465
2001-03-06T23:00:00Z,1257,1266.75,1254.75,1265.75,1321.865,1284.6375,26.05492565930724
2001-03-07T23:00:00Z,1267,1269.25,1258.25,1265.5,1320.63,1280.4375,25.30217937634188
2001-03-08T23:00:00Z,1280,1280.25,1240.5,1244.5,1318.79,1275.9,26.024570407524788
2001-03-11T23:00:00Z,1244,1246.5,1185.5,1191,1315.6,1269.4,27.773341887148547
2001-03-12T23:00:00Z,1193,1212,1184,1209.5,1312.73,1263.1875,27.784674792791122
2001-03-13T23:00:00Z,1210,1211.5,1166,1181,1309.81,1255.9375,28.67044105315157
2001-03-14T23:00:00Z,1180.75,1194.5,1174.5,1185.25,1307.515,1249.2125,28.23691900049399
2001-03-15T23:00:00Z,1186.5,1193,1158,1161.5,1303.565,1240.6375,28.575073050469292
2001-03-18T23:00:00Z,1164.75,1186.75,1158.25,1180.5,1300.195,1234.4125,28.571319397945825
2001-03-19T23:00:00Z,1180.5,1193.25,1151.25,1152.5,1297.165,1227.775,29.242753428048538
2001-03-20T23:00:00Z,1153,1161.25,1127,1132.75,1293.63,1221.5875,29.49311575664611
2001-03-21T23:00:00Z,1133,1136.75,1088,1119,1289.835,1214.675,30.4559599688138
2001-03-22T23:00:00Z,1122.25,1155,1120.5,1153.25,1286.36,1209.9625,30.73316197037311
2001-03-25T23:00:00Z,1153.25,1170.75,1150.75,1166.5,1282.99,1204.625,30.196503871854457
2001-03-26T23:00:00Z,1166.25,1194.5,1160.75,1189.75,1280.185,1200.9125,30.374178678261735
2001-03-27T23:00:00Z,1189.25,1189.25,1155.5,1159.5,1276.67,1196.7875,30.567969744348648
2001-03-28T23:00:00Z,1160.5,1173.25,1143.75,1161.5,1273.07,1192.6875,30.514571257131216
2001-03-29T23:00:00Z,1161,1175,1151.5,1174,1269.43,1189.6875,30.163842694274656
2001-04-01T22:00:00Z,1173,1178.75,1145.25,1149.75,1265.455,1184.9875,30.330650559560922
2001-04-02T22:00:00Z,1150.75,1153.75,1106.5,1108.5,1260.465,1177.575,31.176618031582876
2001-04-03T22:00:00Z,1109,1126.25,1098.5,1112.5,1255.395,1169.9125,31.005287130003733
2001-04-04T22:00:00Z,1113,1161.25,1113,1155,1251.09,1164.3875,31.89252277350355
2001-04-05T22:00:00Z,1156,1165.25,1126.5,1140.5,1246.6,1159.1875,32.235396634828376
2001-04-08T22:00:00Z,1138,1155.25,1133.5,1150.25,1242.34,1157.15,31.711126803086955
2001-04-09T22:00:00Z,1149.75,1182.5,1149.5,1172,1238.38,1155.275,31.77557046293261
2001-04-10T22:00:00Z,1173,1194,1166,1173.25,1234.19,1154.8875,31.58679193978598
2001-04-11T22:00:00Z,1173.5,1194,1163,1192.25,1230.565,1155.2375,31.557452342796683
2001-04-15T22:00:00Z,1192.5,1195.25,1173.75,1182,1226.555,1156.2625,31.05457972565685
2001-04-16T22:00:00Z,1180.25,1200.75,1167,1195.5,1223.4,1157.0125,31.18935073937401
2001-04-17T22:00:00Z,1206,1267.5,1206,1246.25,1221.085,1161.7,33.229883202405304
