time,open,high,low,close,Average True Range,Tick value,Tick size,CADUSD FX
2008-05-02,96.375,96.435,96.265,96.365,0.114,12.5,0.005,0.9809
2008-05-05,96.365,96.385,96.315,96.345,0.114,12.5,0.005,0.9875
2008-05-06,96.345,96.395,96.345,96.355,0.1135,12.5,0.005,0.9976
2008-05-07,96.355,96.375,96.295,96.365,0.1125,12.5,0.005,0.9908
2008-05-08,96.405,96.445,96.375,96.435,0.1105,12.5,0.005,0.9831
2008-05-09,96.515,96.515,96.385,96.445,0.114,12.5,0.005,0.9948
2008-05-12,96.415,96.505,96.405,96.445,0.1155,12.5,0.005,0.9956
2008-05-13,96.435,96.445,96.375,96.385,0.113,12.5,0.005,0.9963
2008-05-14,96.325,96.425,96.325,96.385,0.108,12.5,0.005,0.9963
2008-05-15,96.385,96.495,96.385,96.485,0.1055,12.5,0.005,1.0002
2008-05-16,96.485,96.515,96.435,96.475,0.103,12.5,0.005,1.0008
2008-05-20,96.505,96.535,96.445,96.495,0.102,12.5,0.005,1.0078
2008-05-21,96.455,96.455,96.325,96.345,0.107,12.5,0.005,1.0164
2008-05-22,96.305,96.325,96.195,96.215,0.1095,12.5,0.005,1.0156
2008-05-23,96.255,96.305,96.215,96.265,0.1075,12.5,0.005,1.0102
2008-05-26,96.225,96.245,96.195,96.225,0.103,12.5,0.005,1.009
2008-05-27,96.205,96.225,96.165,96.175,0.101,12.5,0.005,1.0062
2008-05-28,96.155,96.185,96.115,96.145,0.101,12.5,0.005,1.01
2008-05-29,96.125,96.175,96.095,96.165,0.096,12.5,0.005,1.0125
2008-05-30,96.175,96.335,96.155,96.305,0.1,12.5,0.005,1.0066
2008-06-02,96.255,96.405,96.255,96.395,0.099,12.5,0.005,0.9987
2008-06-03,96.415,96.425,96.355,96.415,0.099,12.5,0.005,0.9911
2008-06-04,96.425,96.445,96.355,96.385,0.101,12.5,0.005,0.9838
2008-06-05,96.375,96.425,96.335,96.375,0.1015,12.5,0.005,0.9824
2008-06-06,96.335,96.365,96.265,96.345,0.103,12.5,0.005,0.9807
2008-06-09,96.295,96.295,96.135,96.135,0.107,12.5,0.005,0.9771
2008-06-10,96.085,96.095,95.685,95.755,0.1245,12.5,0.005,0.9784
2008-06-11,95.765,95.875,95.765,95.855,0.127,12.5,0.005,0.9805
2008-06-12,95.865,95.865,95.765,95.795,0.127,12.5,0.005,0.9766
2008-06-13,95.735,95.835,95.715,95.775,0.1275,12.5,0.005,0.9715
2008-06-16,95.785,95.795,95.755,95.76,0.1255,12.5,0.005,0.9768
2008-06-17,95.835,95.845,95.8,95.835,0.12525,12.5,0.005,0.9816
2008-06-18,95.835,95.845,95.825,95.83,0.11775,12.5,0.005,0.9832
2008-06-19,95.785,95.785,95.735,95.77,0.115,12.5,0.005,0.9847
2008-06-20,95.835,95.835,95.785,95.82,0.11375,12.5,0.005,0.9839
2008-06-23,95.805,95.815,95.785,95.78,0.112,12.5,0.005,0.9844
2008-06-24,95.795,95.83,95.795,95.82,0.1115,12.5,0.005,0.9889
2008-06-25,95.815,95.835,95.775,95.83,0.111,12.5,0.005,0.9906
2008-06-26,95.83,95.89,95.83,95.88,0.11,12.5,0.005,0.9861
2008-06-27,95.86,95.905,95.86,95.905,0.10325,12.5,0.005,0.9895
2008-06-30,95.885,95.89,95.855,95.865,0.09825,12.5,0.005,0.9789
2008-07-02,95.865,95.955,95.855,95.935,0.09975,12.5,0.005,0.9878
2008-07-03,95.955,95.985,95.895,95.955,0.09975,12.5,0.005,0.9823
2008-07-04,95.995,95.995,95.955,95.965,0.09725,12.5,0.005,0.9809
2008-07-07,95.975,96.035,95.905,96.005,0.09825,12.5,0.005,0.9834
2008-07-08,96.025,96.025,95.965,95.975,0.09075,12.5,0.005,0.9811
2008-07-09,95.955,96.005,95.915,95.995,0.07275,12.5,0.005,0.9885
2008-07-10,95.955,96.025,95.955,96.015,0.07025,12.5,0.005,0.9915
2008-07-11,95.995,96.175,95.995,96.055,0.07425,12.5,0.005,0.9908
2008-07-14,96.075,96.115,96.015,96.095,0.07325,12.5,0.005,0.9937
2008-07-15,96.145,96.215,96.095,96.155,0.07725,12.5,0.005,0.9983
2008-07-16,96.205,96.205,96.125,96.135,0.077,12.5,0.005,0.9981
2008-07-17,96.115,96.135,96.045,96.055,0.0805,12.5,0.005,0.9942
2008-07-18,96.055,96.125,96.005,96.065,0.08175,12.5,0.005,0.9943
2008-07-21,96.025,96.065,96.015,96.065,0.081,12.5,0.005,1.0002
2008-07-22,96.085,96.125,96.045,96.065,0.08325,12.5,0.005,0.9916
2008-07-23,96.015,96.055,95.965,96.025,0.08575,12.5,0.005,0.9897
2008-07-24,96.045,96.145,96.045,96.135,0.08875,12.5,0.005,0.9854
2008-07-25,96.165,96.165,96.085,96.105,0.08975,12.5,0.005,0.9806
2008-07-28,96.105,96.185,96.105,96.175,0.0915,12.5,0.005,0.9778
2008-07-29,96.185,96.195,96.145,96.185,0.0915,12.5,0.005,0.9769
2008-07-30,96.155,96.225,96.155,96.205,0.09,12.5,0.005,0.9772
2008-07-31,96.175,96.305,96.175,96.305,0.092,12.5,0.005,0.976
2008-08-01,96.305,96.375,96.295,96.355,0.094,12.5,0.005,0.9735
2008-08-05,96.355,96.405,96.305,96.385,0.0925,12.5,0.005,0.9584
2008-08-06,96.325,96.425,96.335,96.395,0.094,12.5,0.005,0.9531
2008-08-07,96.405,96.515,96.405,96.505,0.0955,12.5,0.005,0.9496
2008-08-08,96.485,96.705,96.475,96.545,0.1035,12.5,0.005,0.9374
2008-08-11,96.485,96.575,96.455,96.515,0.1005,12.5,0.005,0.9353
2008-08-12,96.485,96.555,96.455,96.515,0.1005,12.5,0.005,0.9401
2008-08-13,96.495,96.575,96.475,96.485,0.0995,12.5,0.005,0.9411
2008-08-14,96.475,96.535,96.465,96.505,0.099,12.5,0.005,0.9402
2008-08-15,96.465,96.525,96.465,96.475,0.0975,12.5,0.005,0.9441
2008-08-18,96.465,96.485,96.435,96.475,0.094,12.5,0.005,0.9394
2008-08-19,96.485,96.545,96.445,96.445,0.0965,12.5,0.005,0.9422
2008-08-20,96.435,96.455,96.405,96.425,0.095,12.5,0.005,0.9435
2008-08-21,96.415,96.465,96.255,96.285,0.1005,12.5,0.005,0.9588
2008-08-22,96.295,96.295,96.215,96.235,0.0985,12.5,0.005,0.9551
2008-08-25,96.325,96.325,96.195,96.275,0.101,12.5,0.005,0.9512
2008-08-26,96.265,96.335,96.245,96.315,0.1015,12.5,0.005,0.9537
2008-08-27,96.335,96.435,96.285,96.395,0.1065,12.5,0.005,0.956
2008-08-28,96.385,96.445,96.375,96.415,0.1065,12.5,0.005,0.9514
2008-08-29,96.415,96.515,96.405,96.455,0.1055,12.5,0.005,0.94
2008-09-02,96.505,96.515,96.405,96.475,0.107,12.5,0.005,0.937
2008-09-03,96.455,96.495,96.345,96.375,0.1095,12.5,0.005,0.941
2008-09-04,96.365,96.415,96.345,96.395,0.1085,12.5,0.005,0.9349
2008-09-05,96.415,96.435,96.325,96.335,0.108,12.5,0.005,0.9414
2008-09-08,96.265,96.295,96.215,96.265,0.1025,12.5,0.005,0.9391
2008-09-09,96.235,96.305,96.225,96.305,0.1005,12.5,0.005,0.9334
2008-09-10,96.285,96.315,96.255,96.285,0.0985,12.5,0.005,0.9334
2008-09-11,96.285,96.315,96.245,96.255,0.097,12.5,0.005,0.93
2008-09-12,96.265,96.265,96.135,96.165,0.1,12.5,0.005,0.9434
2008-09-15,96.365,96.585,96.36,96.575,0.118,12.5,0.005,0.9338
2008-09-16,96.565,96.635,96.345,96.355,0.13,12.5,0.005,0.9361
2008-09-17,96.305,96.325,96.2,96.255,0.13275,12.5,0.005,0.9318
2008-09-18,96.175,96.31,96.175,96.24,0.137,12.5,0.005,0.9429
2008-09-19,96.205,96.205,96.11,96.115,0.133,12.5,0.005,0.9551
2008-09-22,96.115,96.18,96.06,96.17,0.135,12.5,0.005,0.9654
2008-09-23,96.17,96.17,96.085,96.095,0.13275,12.5,0.005,0.9629
2008-09-24,96.065,96.095,96.03,96.05,0.1315,12.5,0.005,0.9628
2008-09-25,95.905,96.1,95.905,96.095,0.13375,12.5,0.005,0.9664
2008-09-26,96.095,96.225,96.095,96.205,0.13675,12.5,0.005,0.9675
2008-09-29,96.205,96.495,96.205,96.48,0.14575,12.5,0.005,0.9564
2008-09-30,96.43,96.475,96.22,96.225,0.15325,12.5,0.005,0.9395
2008-10-01,96.225,96.325,96.205,96.285,0.15175,12.5,0.005,0.941
2008-10-02,96.29,96.385,96.29,96.365,0.15325,12.5,0.005,0.9268
2008-10-03,96.475,96.535,96.355,96.475,0.15675,12.5,0.005,0.9235
2008-10-06,96.585,96.91,96.525,96.88,0.1725,12.5,0.005,0.9096
2008-10-07,96.885,96.975,96.71,96.835,0.18175,12.5,0.005,0.9044
2008-10-08,96.835,96.995,96.74,96.825,0.1915,12.5,0.005,0.8864
2008-10-09,96.705,96.885,96.605,96.835,0.202,12.5,0.005,0.8695
2008-10-10,96.925,96.925,96.76,96.815,0.20375,12.5,0.005,0.8524
2008-10-14,96.775,96.895,96.72,96.83,0.1915,12.5,0.005,0.8603
2008-10-15,96.795,96.845,96.785,96.805,0.18,12.5,0.005,0.8393
2008-10-16,96.81,96.83,96.705,96.815,0.1785,12.5,0.005,0.8487
2008-10-17,96.815,96.975,96.815,96.93,0.17975,12.5,0.005,0.8457
2008-10-20,97.205,97.105,96.97,97.05,0.182,12.5,0.005,0.8397
2008-10-21,97.07,97.075,96.855,97.05,0.187,12.5,0.005,0.8237
2008-10-22,97.055,97.105,97.05,97.1,0.1855,12.5,0.005,0.7975
2008-10-23,97.09,97.11,97.05,97.09,0.18525,12.5,0.005,0.8018
2008-10-24,97.11,97.2,97.1,97.135,0.181,12.5,0.005,0.7827
2008-10-27,97.155,97.205,97.155,97.19,0.178,12.5,0.005,0.7721
2008-10-28,97.155,97.225,97.155,97.2,0.167,12.5,0.005,0.7855
2008-10-29,97.205,97.245,97.18,97.18,0.15725,12.5,0.005,0.8174
2008-10-30,97.155,97.24,97.13,97.23,0.15675,12.5,0.005,0.8332
2008-10-31,97.255,97.255,97.185,97.205,0.15525,12.5,0.005,0.8249
2008-11-03,97.205,97.285,97.175,97.265,0.15175,12.5,0.005,0.8465
2008-11-04,97.295,97.345,97.255,97.335,0.1345,12.5,0.005,0.8694
2008-11-05,97.335,97.335,97.285,97.335,0.12375,12.5,0.005,0.855
2008-11-06,97.405,97.445,97.365,97.425,0.1165,12.5,0.005,0.8348
2008-11-07,97.465,97.465,97.265,97.395,0.1125,12.5,0.005,0.8408
2008-11-10,97.395,97.445,97.355,97.435,0.10875,12.5,0.005,0.8373
2008-11-12,97.495,97.535,97.455,97.485,0.105,12.5,0.005,0.8073
2008-11-13,97.505,97.515,97.345,97.365,0.1105,12.5,0.005,0.8251
2008-11-14,97.305,97.415,97.245,97.355,0.11275,12.5,0.005,0.8083
2008-11-17,97.395,97.455,97.385,97.455,0.10975,12.5,0.005,0.8159
2008-11-18,97.455,97.505,97.425,97.475,0.105,12.5,0.005,0.8122
2008-11-19,97.505,97.505,97.415,97.485,0.0985,12.5,0.005,0.797
2008-11-20,97.465,97.675,97.465,97.635,0.10625,12.5,0.005,0.7715
2008-11-21,97.615,97.655,97.525,97.595,0.10975,12.5,0.005,0.7894
2008-11-24,97.565,97.685,97.545,97.565,0.11125,12.5,0.005,0.8117
2008-11-25,97.555,97.695,97.555,97.675,0.11475,12.5,0.005,0.8164
2008-11-26,97.715,97.735,97.605,97.715,0.11775,12.5,0.005,0.8113
2008-11-27,97.705,97.745,97.685,97.715,0.1175,12.5,0.005,0.812
2008-11-28,97.745,97.765,97.695,97.755,0.1155,12.5,0.005,0.8065
2008-12-01,97.785,97.875,97.755,97.855,0.118,12.5,0.005,0.8011
2008-12-02,97.825,97.885,97.805,97.865,0.1165,12.5,0.005,0.8024
2008-12-03,97.885,97.885,97.825,97.855,0.115,12.5,0.005,0.7986
2008-12-04,97.885,97.925,97.855,97.905,0.116,12.5,0.005,0.7839
2008-12-05,97.855,97.985,97.855,97.925,0.117,12.5,0.005,0.7868
2008-12-08,97.855,97.975,97.855,97.905,0.113,12.5,0.005,0.7998
2008-12-09,97.885,97.995,97.835,97.885,0.1165,12.5,0.005,0.792
2008-12-10,97.865,97.955,97.865,97.945,0.116,12.5,0.005,0.7955
2008-12-11,97.955,97.985,97.825,97.935,0.1155,12.5,0.005,0.8086
2008-12-12,97.965,97.965,97.895,97.915,0.1105,12.5,0.005,0.8013
2008-12-15,97.915,97.96,97.88,97.945,0.1095,12.5,0.005,0.8106
2008-12-16,98,98.105,97.915,98.075,0.115,12.5,0.005,0.8323
2008-12-17,98.085,98.105,98.035,98.085,0.114,12.5,0.005,0.8393
2008-12-18,98.095,98.15,98.055,98.145,0.10825,12.5,0.005,0.8301
2008-12-19,98.145,98.145,98.095,98.11,0.10425,12.5,0.005,0.8202
2008-12-22,98.11,98.2,98.11,98.19,0.10175,12.5,0.005,0.8186
2008-12-23,98.215,98.22,98.155,98.175,0.098,12.5,0.005,0.8202
2008-12-24,98.195,98.205,98.175,98.185,0.093,12.5,0.005,0.8239
2008-12-29,98.185,98.33,98.185,98.315,0.09725,12.5,0.005,0.8193
2008-12-30,98.305,98.315,98.225,98.315,0.09825,12.5,0.005,0.8219
2008-12-31,98.26,98.325,98.26,98.295,0.0955,12.5,0.005,0.8202
2009-01-02,98.31,98.335,98.21,98.26,0.09775,12.5,0.005,0.8264
2009-01-05,98.28,98.28,98.21,98.235,0.09825,12.5,0.005,0.8411
2009-01-06,98.21,98.23,98.195,98.215,0.09675,12.5,0.005,0.8445
2009-01-07,98.235,98.25,98.215,98.245,0.092,12.5,0.005,0.8375
2009-01-08,98.265,98.265,98.245,98.255,0.087,12.5,0.005,0.8476
2009-01-09,98.285,98.3,98.245,98.28,0.08175,12.5,0.005,0.8432
2009-01-12,98.305,98.335,98.285,98.33,0.08,12.5,0.005,0.8207
2009-01-13,98.305,98.325,98.3,98.315,0.0735,12.5,0.005,0.8168
2009-01-14,98.305,98.34,98.305,98.335,0.07175,12.5,0.005,0.8006
2009-01-15,98.325,98.355,98.265,98.28,0.07225,12.5,0.005,0.7983
2009-01-16,98.27,98.31,98.265,98.29,0.065,12.5,0.005,0.804
2009-01-19,98.265,98.28,98.245,98.265,0.06375,12.5,0.005,0.7976
2009-01-20,98.27,98.27,98.145,98.25,0.06525,12.5,0.005,0.7893
2009-01-21,98.225,98.23,98.185,98.205,0.066,12.5,0.005,0.7967
2009-01-22,98.205,98.235,98.155,98.18,0.0655,12.5,0.005,0.7972
2009-01-23,98.185,98.185,98.125,98.165,0.06525,12.5,0.005,0.8125
2009-01-26,98.155,98.175,98.145,98.175,0.06525,12.5,0.005,0.8179
2009-01-27,98.17,98.22,98.17,98.205,0.0605,12.5,0.005,0.8126
2009-01-28,98.215,98.23,98.175,98.19,0.05875,12.5,0.005,0.8258
2009-01-29,98.185,98.195,98.175,98.175,0.0565,12.5,0.005,0.8152
2009-01-30,98.18,98.195,98.165,98.165,0.05175,12.5,0.005,0.814
2009-02-02,98.165,98.225,98.165,98.215,0.05125,12.5,0.005,0.8033
2009-02-03,98.235,98.265,98.2,98.22,0.0525,12.5,0.005,0.8134
2009-02-04,98.225,98.225,98.195,98.215,0.05225,12.5,0.005,0.8115
2009-02-05,98.215,98.25,98.21,98.24,0.05325,12.5,0.005,0.8115
2009-02-06,98.3,98.365,98.3,98.355,0.05675,12.5,0.005,0.8202
2009-02-09,98.345,98.36,98.33,98.335,0.0555,12.5,0.005,0.8214
2009-02-10,98.345,98.36,98.285,98.305,0.05775,12.5,0.005,0.8041
2009-02-11,98.315,98.325,98.295,98.315,0.0575,12.5,0.005,0.8076
2009-02-12,98.315,98.33,98.28,98.32,0.0555,12.5,0.005,0.804
2009-02-13,98.295,98.305,98.27,98.29,0.05575,12.5,0.005,0.8097
2009-02-17,98.3,98.31,98.285,98.295,0.05475,12.5,0.005,0.7902
2009-02-18,98.295,98.295,98.24,98.275,0.05125,12.5,0.005,0.7931
2009-02-19,98.275,98.285,98.25,98.275,0.04975,12.5,0.005,0.7949
2009-02-20,98.29,98.31,98.27,98.275,0.04775,12.5,0.005,0.7988
2009-02-23,98.295,98.315,98.265,98.31,0.04725,12.5,0.005,0.7998
2009-02-24,98.33,98.33,98.29,98.305,0.04775,12.5,0.005,0.8049
2009-02-25,98.295,98.3,98.28,98.275,0.0465,12.5,0.005,0.7954
2009-02-26,98.28,98.31,98.28,98.31,0.0455,12.5,0.005,0.7977
2009-02-27,98.31,98.325,98.31,98.31,0.04525,12.5,0.005,0.784
2009-03-02,98.31,98.38,98.31,98.37,0.04725,12.5,0.005,0.7731
2009-03-03,98.41,98.5,98.34,98.48,0.05225,12.5,0.005,0.7734
2009-03-04,98.47,98.52,98.47,98.5,0.0515,12.5,0.005,0.7855
2009-03-05,98.47,98.54,98.47,98.53,0.0535,12.5,0.005,0.7745
2009-03-06,98.53,98.56,98.52,98.54,0.0535,12.5,0.005,0.777
2009-03-09,98.51,98.55,98.51,98.53,0.04925,12.5,0.005,0.7685
2009-03-10,98.5,98.52,98.48,98.5,0.05025,12.5,0.005,0.7819
2009-03-11,98.52,98.53,98.46,98.47,0.05,12.5,0.005,0.7782
2009-03-12,98.5,98.5,98.43,98.45,0.052,12.5,0.005,0.7827
2009-03-13,98.48,98.5,98.42,98.43,0.0535,12.5,0.005,0.7866
2009-03-16,98.42,98.46,98.42,98.44,0.053,12.5,0.005,0.7863
2009-03-17,98.44,98.47,98.43,98.45,0.05375,12.5,0.005,0.7873
2009-03-18,98.48,98.52,98.45,98.51,0.0545,12.5,0.005,0.8022
2009-03-19,98.49,98.53,98.47,98.49,0.05575,12.5,0.005,0.8067
2009-03-20,98.49,98.5,98.47,98.49,0.05525,12.5,0.005,0.8059
2009-03-23,98.48,98.49,98.46,98.47,0.05425,12.5,0.005,0.8188
2009-03-24,98.45,98.48,98.43,98.44,0.05475,12.5,0.005,0.8116
2009-03-25,98.45,98.46,98.42,98.44,0.0555,12.5,0.005,0.8118
2009-03-26,98.43,98.49,98.43,98.48,0.05675,12.5,0.005,0.8126
2009-03-27,98.47,98.51,98.47,98.49,0.058,12.5,0.005,0.8056
2009-03-30,98.51,98.54,98.5,98.53,0.057,12.5,0.005,0.7921
2009-03-31,98.53,98.55,98.52,98.54,0.0505,12.5,0.005,0.7935
2009-04-01,98.54,98.57,98.53,98.53,0.05,12.5,0.005,0.7936
2009-04-02,98.53,98.54,98.47,98.49,0.05,12.5,0.005,0.8081
2009-04-03,98.49,98.52,98.45,98.45,0.0515,12.5,0.005,0.8132
2009-04-06,98.45,98.49,98.45,98.45,0.0515,12.5,0.005,0.8077
2009-04-07,98.47,98.49,98.45,98.48,0.051,12.5,0.005,0.8084
2009-04-08,98.5,98.52,98.48,98.5,0.0495,12.5,0.005,0.8089
2009-04-09,98.5,98.52,98.45,98.47,0.0495,12.5,0.005,0.8173
2009-04-13,98.47,98.51,98.45,98.48,0.0485,12.5,0.005,0.8198
2009-04-14,98.47,98.5,98.46,98.48,0.0485,12.5,0.005,0.823
2009-04-15,98.47,98.49,98.45,98.46,0.0485,12.5,0.005,0.8311
2009-04-16,98.45,98.48,98.43,98.47,0.0475,12.5,0.005,0.8284
2009-04-17,98.47,98.48,98.44,98.44,0.0465,12.5,0.005,0.8243
2009-04-20,98.45,98.49,98.42,98.48,0.0485,12.5,0.005,0.8071
2009-04-21,98.47,98.59,98.46,98.57,0.0535,12.5,0.005,0.8093
2009-04-22,98.58,98.6,98.58,98.59,0.0525,12.5,0.005,0.8067
2009-04-23,98.59,98.61,98.57,98.61,0.0525,12.5,0.005,0.8178
2009-04-24,98.61,98.62,98.59,98.61,0.051,12.5,0.005,0.8267
2009-04-27,98.61,98.62,98.6,98.61,0.05,12.5,0.005,0.8194
2009-04-28,98.61,98.62,98.57,98.58,0.05,12.5,0.005,0.82
2009-04-29,98.59,98.6,98.58,98.6,0.0495,12.5,0.005,0.8317
2009-04-30,98.58,98.6,98.58,98.59,0.0485,12.5,0.005,0.8387
2009-05-01,98.59,98.6,98.58,98.59,0.046,12.5,0.005,0.8438
2009-05-04,98.59,98.61,98.59,98.6,0.0435,12.5,0.005,0.8531
2009-05-05,98.6,98.61,98.59,98.6,0.0425,12.5,0.005,0.8511
2009-05-06,98.61,98.61,98.59,98.6,0.0415,12.5,0.005,0.8579
2009-05-07,98.6,98.61,98.59,98.6,0.0405,12.5,0.005,0.8548
2009-05-08,98.6,98.61,98.55,98.59,0.04,12.5,0.005,0.87
2009-05-11,98.6,98.62,98.59,98.61,0.0385,12.5,0.005,0.8576
2009-05-12,98.6,98.62,98.6,98.62,0.0375,12.5,0.005,0.8602
2009-05-13,98.62,98.63,98.61,98.61,0.0365,12.5,0.005,0.8517
2009-05-14,98.62,98.63,98.61,98.63,0.035,12.5,0.005,0.8554
2009-05-15,98.62,98.65,98.62,98.63,0.0345,12.5,0.005,0.8484
2009-05-19,98.64,98.65,98.63,98.63,0.032,12.5,0.005,0.8653
2009-05-20,98.64,98.66,98.64,98.66,0.027,12.5,0.005,0.8759
2009-05-21,98.66,98.66,98.64,98.64,0.0265,12.5,0.005,0.8794
2009-05-22,98.64,98.65,98.63,98.64,0.0255,12.5,0.005,0.8934
2009-05-25,98.64,98.65,98.63,98.63,0.025,12.5,0.005,0.8897
2009-05-26,98.64,98.65,98.63,98.63,0.025,12.5,0.005,0.8959
2009-05-27,98.63,98.64,98.62,98.62,0.0235,12.5,0.005,0.8896
2009-05-28,98.62,98.64,98.62,98.62,0.0235,12.5,0.005,0.8982
2009-05-29,98.64,98.64,98.62,98.62,0.0235,12.5,0.005,0.9171
2009-06-01,98.63,98.63,98.61,98.62,0.0235,12.5,0.005,0.9145
2009-06-02,98.63,98.63,98.61,98.61,0.0235,12.5,0.005,0.925
2009-06-03,98.62,98.63,98.61,98.62,0.0235,12.5,0.005,0.9011
2009-06-04,98.62,98.63,98.6,98.61,0.024,12.5,0.005,0.9116
2009-06-05,98.61,98.62,98.57,98.57,0.0255,12.5,0.005,0.8937
2009-06-08,98.59,98.6,98.57,98.57,0.024,12.5,0.005,0.8964
2009-06-09,98.58,98.6,98.58,98.58,0.024,12.5,0.005,0.9056
2009-06-10,98.59,98.59,98.57,98.58,0.024,12.5,0.005,0.9021
2009-06-11,98.58,98.6,98.56,98.58,0.025,12.5,0.005,0.9072
2009-06-12,98.58,98.59,98.58,98.58,0.0245,12.5,0.005,0.8927
2009-06-15,98.59,98.59,98.58,98.585,0.0235,12.5,0.005,0.8824
2009-06-16,98.58,98.59,98.575,98.575,0.02325,12.5,0.005,0.8807
2009-06-17,98.575,98.59,98.57,98.58,0.02275,12.5,0.005,0.8837
2009-06-18,98.58,98.585,98.57,98.575,0.0225,12.5,0.005,0.8833
2009-06-19,98.575,98.585,98.575,98.58,0.022,12.5,0.005,0.8806
2009-06-22,98.585,98.585,98.58,98.585,0.02125,12.5,0.005,0.8659
2009-06-23,98.58,98.585,98.575,98.58,0.02075,12.5,0.005,0.8699
2009-06-24,98.58,98.585,98.575,98.58,0.02025,12.5,0.005,0.8639
2009-06-25,98.585,98.585,98.58,98.58,0.0195,12.5,0.005,0.8663
2009-06-26,98.585,98.59,98.58,98.58,0.019,12.5,0.005,0.8684
2009-06-29,98.585,98.59,98.58,98.59,0.0185,12.5,0.005,0.8649
2009-06-30,98.585,98.59,98.58,98.585,0.018,12.5,0.005,0.8604
2009-07-02,98.585,98.595,98.575,98.58,0.018,12.5,0.005,0.8598
2009-07-03,98.575,98.58,98.575,98.585,0.01675,12.5,0.005,0.8616
2009-07-06,98.58,98.585,98.57,98.575,0.015,12.5,0.005,0.8627
2009-07-07,98.575,98.58,98.57,98.57,0.014,12.5,0.005,0.8573
2009-07-08,98.575,98.58,98.57,98.575,0.013,12.5,0.005,0.8565
2009-07-09,98.57,98.58,98.57,98.575,0.0125,12.5,0.005,0.8603
2009-07-10,98.58,98.58,98.575,98.575,0.01075,12.5,0.005,0.8599
2009-07-13,98.575,98.575,98.55,98.555,0.0115,12.5,0.005,0.8693
2009-07-14,98.565,98.565,98.555,98.555,0.0115,12.5,0.005,0.8828
2009-07-15,98.555,98.56,98.545,98.545,0.0115,12.5,0.005,0.8989
2009-07-16,98.555,98.57,98.55,98.555,0.01175,12.5,0.005,0.8952
2009-07-17,98.555,98.565,98.55,98.555,0.01175,12.5,0.005,0.8981
2009-07-20,98.55,98.565,98.55,98.56,0.012,12.5,0.005,0.9041
2009-07-21,98.555,98.565,98.555,98.56,0.01225,12.5,0.005,0.9061
2009-07-22,98.56,98.56,98.555,98.56,0.012,12.5,0.005,0.9095
2009-07-23,98.555,98.555,98.545,98.545,0.01225,12.5,0.005,0.9186
2009-07-24,98.55,98.55,98.54,98.545,0.0125,12.5,0.005,0.9204
2009-07-27,98.55,98.55,98.54,98.545,0.0125,12.5,0.005,0.925
2009-07-28,98.55,98.555,98.55,98.55,0.0125,12.5,0.005,0.9247
2009-07-29,98.55,98.555,98.545,98.555,0.0125,12.5,0.005,0.9179
2009-07-30,98.55,98.56,98.55,98.555,0.012,12.5,0.005,0.9231
2009-07-31,98.56,98.56,98.55,98.555,0.01225,12.5,0.005,0.9279
2009-08-04,98.55,98.555,98.54,98.545,0.01225,12.5,0.005,0.9325
2009-08-05,98.545,98.55,98.54,98.54,0.01225,12.5,0.005,0.9342
2009-08-06,98.545,98.56,98.545,98.555,0.01275,12.5,0.005,0.928
2009-08-07,98.555,98.56,98.55,98.555,0.01275,12.5,0.005,0.9247
2009-08-10,98.56,98.56,98.555,98.555,0.01275,12.5,0.005,0.9183
2009-08-11,98.56,98.565,98.555,98.56,0.012,12.5,0.005,0.9076
2009-08-12,98.56,98.565,98.555,98.565,0.012,12.5,0.005,0.9181
2009-08-13,98.56,98.57,98.56,98.565,0.01175,12.5,0.005,0.9198
2009-08-14,98.56,98.57,98.56,98.565,0.011,12.5,0.005,0.9105
2009-08-17,98.56,98.57,98.56,98.565,0.01075,12.5,0.005,0.9021
2009-08-18,98.56,98.565,98.56,98.565,0.01025,12.5,0.005,0.9082
2009-08-19,98.565,98.58,98.565,98.58,0.0105,12.5,0.005,0.9131
2009-08-20,98.57,98.58,98.57,98.58,0.01075,12.5,0.005,0.92
2009-08-21,98.575,98.58,98.575,98.58,0.01025,12.5,0.005,0.925
2009-08-24,98.575,98.585,98.575,98.58,0.01025,12.5,0.005,0.9292
2009-08-25,98.58,98.58,98.57,98.57,0.01025,12.5,0.005,0.9201
2009-08-26,98.57,98.575,98.57,98.57,0.01,12.5,0.005,0.9113
2009-08-27,98.57,98.575,98.565,98.57,0.01,12.5,0.005,0.9195
2009-08-28,98.57,98.575,98.565,98.57,0.01,12.5,0.005,0.916
2009-08-31,98.57,98.575,98.565,98.57,0.01,12.5,0.005,0.9144
2009-09-01,98.57,98.59,98.55,98.57,0.01125,12.5,0.005,0.9058
2009-09-02,98.57,98.59,98.52,98.54,0.01425,12.5,0.005,0.905
2009-09-03,98.54,98.58,98.52,98.55,0.01625,12.5,0.005,0.9076
2009-09-04,98.54,98.57,98.53,98.55,0.01775,12.5,0.005,0.9183
2009-09-08,98.54,98.56,98.52,98.53,0.0195,12.5,0.005,0.927
2009-09-09,98.52,98.55,98.5,98.54,0.0215,12.5,0.005,0.9273
2009-09-10,98.54,98.55,98.51,98.51,0.023,12.5,0.005,0.9284
2009-09-11,98.52,98.56,98.49,98.55,0.026,12.5,0.005,0.9288
2009-09-14,98.54,98.66,98.53,98.64,0.032,12.5,0.005,0.9236
2009-09-15,98.65,98.67,98.65,98.66,0.033,12.5,0.005,0.9326
2009-09-16,98.66,98.68,98.64,98.68,0.03475,12.5,0.005,0.9383
