time,open,high,low,close,Average True Range,Tick value,Tick size,AUDUSD FX
2008-09-24,93.567,93.637,93.522,93.582,0.16,15,0.005,0.8343
2008-09-25,93.582,93.652,93.567,93.617,0.15725,15,0.005,0.8353
2008-09-26,93.617,93.792,93.582,93.742,0.16475,15,0.005,0.831
2008-09-29,93.762,93.782,93.652,93.737,0.16825,15,0.005,0.8046
2008-09-30,93.727,93.997,93.722,93.977,0.1785,15,0.005,0.7924
2008-10-01,93.972,93.972,93.822,93.932,0.181,15,0.005,0.7874
2008-10-02,93.932,94.022,93.882,94.017,0.1845,15,0.005,0.7726
2008-10-03,94.017,94.132,93.992,94.112,0.184,15,0.005,0.7741
2008-10-06,94.107,94.267,94.002,94.262,0.18525,15,0.005,0.7222
2008-10-07,94.242,94.717,94.192,94.457,0.2035,15,0.005,0.7059
2008-10-08,94.462,94.667,94.402,94.657,0.2095,15,0.005,0.6643
2008-10-09,94.657,94.752,94.547,94.557,0.215,15,0.005,0.6841
2008-10-10,94.552,94.837,94.392,94.667,0.2305,15,0.005,0.6432
2008-10-13,94.707,94.757,94.252,94.267,0.23875,15,0.005,0.6987
2008-10-14,94.252,94.317,94.037,94.227,0.24,15,0.005,0.697
2008-10-15,94.222,94.362,94.177,94.322,0.2375,15,0.005,0.6617
2008-10-16,94.327,94.597,94.302,94.537,0.2405,15,0.005,0.6909
2008-10-17,94.532,94.557,94.432,94.497,0.23775,15,0.005,0.689
2008-10-20,94.482,94.577,94.312,94.477,0.237,15,0.005,0.7045
2008-10-21,94.457,94.572,94.347,94.477,0.24175,15,0.005,0.671
2008-10-22,94.452,94.577,94.402,94.562,0.24475,15,0.005,0.673
2008-10-23,94.567,94.712,94.552,94.647,0.2485,15,0.005,0.6696
2008-10-24,94.637,94.822,94.567,94.787,0.25075,15,0.005,0.6225
2008-10-27,94.792,94.907,94.692,94.762,0.255,15,0.005,0.6013
2008-10-28,94.767,94.822,94.592,94.612,0.25275,15,0.005,0.6413
2008-10-29,94.582,94.692,94.527,94.622,0.25325,15,0.005,0.668
2008-10-30,94.622,94.682,94.502,94.547,0.25525,15,0.005,0.6823
2008-10-31,94.527,94.607,94.427,94.547,0.25725,15,0.005,0.6678
2008-11-03,94.557,94.612,94.427,94.462,0.25325,15,0.005,0.6764
2008-11-04,94.447,94.742,94.447,94.737,0.24175,15,0.005,0.6989
2008-11-05,94.742,94.787,94.652,94.682,0.23525,15,0.005,0.6814
2008-11-06,94.672,94.867,94.652,94.872,0.23575,15,0.005,0.6656
2008-11-07,94.862,94.967,94.822,94.892,0.22075,15,0.005,0.6741
2008-11-10,94.887,94.942,94.797,94.847,0.20275,15,0.005,0.6697
2008-11-11,94.842,95.057,94.842,95.052,0.1995,15,0.005,0.6571
2008-11-12,95.057,95.192,95.002,95.097,0.19975,15,0.005,0.6404
2008-11-13,95.102,95.292,95.077,95.257,0.19575,15,0.005,0.6661
2008-11-14,95.247,95.317,95.067,95.187,0.202,15,0.005,0.6481
2008-11-17,95.212,95.332,95.162,95.252,0.19725,15,0.005,0.6489
2008-11-18,95.257,95.347,95.172,95.212,0.19475,15,0.005,0.6525
2008-11-19,95.212,95.302,95.212,95.297,0.1905,15,0.005,0.6367
2008-11-20,95.292,95.417,95.262,95.362,0.19025,15,0.005,0.6107
2008-11-21,95.372,95.582,95.357,95.517,0.18875,15,0.005,0.6324
2008-11-24,95.477,95.617,95.442,95.512,0.18675,15,0.005,0.6541
2008-11-25,95.507,95.552,95.392,95.417,0.18325,15,0.005,0.6492
2008-11-26,95.422,95.497,95.382,95.427,0.18075,15,0.005,0.652
2008-11-27,95.437,95.527,95.362,95.367,0.18,15,0.005,0.6568
2008-11-28,95.367,95.472,95.322,95.447,0.1785,15,0.005,0.6553
2008-12-01,95.417,95.512,95.417,95.487,0.174,15,0.005,0.6402
2008-12-02,95.487,95.682,95.457,95.527,0.1705,15,0.005,0.6428
2008-12-03,95.532,95.557,95.402,95.487,0.1715,15,0.005,0.649
2008-12-04,95.477,95.572,95.447,95.542,0.167,15,0.005,0.6444
2008-12-05,95.557,95.597,95.487,95.502,0.16525,15,0.005,0.6464
2008-12-08,95.507,95.577,95.407,95.472,0.1665,15,0.005,0.6645
2008-12-09,95.492,95.532,95.402,95.502,0.16225,15,0.005,0.6588
2008-12-10,95.507,95.592,95.477,95.507,0.1585,15,0.005,0.6563
2008-12-11,95.507,95.677,95.487,95.667,0.15725,15,0.005,0.6718
2008-12-12,95.652,95.832,95.652,95.797,0.15375,15,0.005,0.6644
2008-12-15,95.797,95.817,95.662,95.707,0.153,15,0.005,0.6687
2008-12-16,95.712,95.827,95.682,95.777,0.1515,15,0.005,0.6943
2008-12-17,95.777,95.877,95.712,95.872,0.15525,15,0.005,0.7039
2008-12-18,95.867,95.892,95.772,95.887,0.1535,15,0.005,0.6871
2008-12-19,95.882,95.952,95.827,95.922,0.1485,15,0.005,0.6802
2008-12-22,95.922,95.952,95.817,95.832,0.1465,15,0.005,0.6839
2008-12-23,95.842,95.887,95.792,95.847,0.14325,15,0.005,0.6804
2008-12-24,95.857,95.892,95.812,95.812,0.1415,15,0.005,0.6833
2008-12-29,95.882,95.922,95.872,95.892,0.13875,15,0.005,0.6852
2008-12-30,95.887,95.922,95.842,95.857,0.13525,15,0.005,0.6915
2008-12-31,95.852,95.982,95.837,95.962,0.13775,15,0.005,0.7027
2009-01-02,95.922,95.972,95.862,95.962,0.132,15,0.005,0.7112
2009-01-05,95.967,95.967,95.662,95.697,0.1395,15,0.005,0.7175
2009-01-06,95.687,95.732,95.642,95.682,0.13775,15,0.005,0.7233
2009-01-07,95.677,95.737,95.652,95.707,0.1365,15,0.005,0.7126
2009-01-08,95.707,95.817,95.667,95.812,0.1355,15,0.005,0.7122
2009-01-09,95.817,95.867,95.782,95.842,0.13325,15,0.005,0.7033
2009-01-12,95.842,96.002,95.797,95.972,0.13775,15,0.005,0.6817
2009-01-13,95.957,96.112,95.942,96.097,0.13675,15,0.005,0.6646
2009-01-14,96.102,96.132,96.042,96.097,0.13225,15,0.005,0.6611
2009-01-15,96.092,96.262,96.067,96.227,0.13425,15,0.005,0.6629
2009-01-16,96.217,96.242,96.107,96.117,0.13375,15,0.005,0.6733
2009-01-19,96.102,96.127,96.022,96.047,0.13075,15,0.005,0.6667
2009-01-20,96.057,96.142,96.002,96.142,0.13175,15,0.005,0.6508
2009-01-21,96.117,96.227,96.092,96.127,0.13225,15,0.005,0.6618
2009-01-22,96.112,96.157,96.007,96.052,0.133,15,0.005,0.6554
2009-01-23,96.047,96.212,96.027,96.172,0.1375,15,0.005,0.6539
2009-01-26,96.172,96.292,96.172,96.247,0.1395,15,0.005,0.6596
2009-01-27,96.247,96.282,96.157,96.172,0.14025,15,0.005,0.6612
2009-01-28,96.167,96.242,96.137,96.212,0.1415,15,0.005,0.666
2009-01-29,96.217,96.292,96.157,96.267,0.141,15,0.005,0.6523
2009-01-30,96.267,96.357,96.217,96.342,0.1425,15,0.005,0.6375
2009-02-02,96.337,96.397,96.307,96.372,0.13175,15,0.005,0.6316
2009-02-03,96.372,96.432,96.052,96.267,0.14625,15,0.005,0.6512
2009-02-04,96.267,96.332,96.142,96.192,0.1515,15,0.005,0.6434
2009-02-05,96.192,96.207,96.047,96.092,0.152,15,0.005,0.6524
2009-02-06,96.102,96.122,95.882,95.897,0.15975,15,0.005,0.6753
2009-02-09,95.887,95.972,95.812,95.947,0.1575,15,0.005,0.6785
2009-02-10,95.952,96.007,95.877,95.997,0.1555,15,0.005,0.6548
2009-02-11,95.997,96.167,95.987,96.157,0.16,15,0.005,0.6564
2009-02-12,96.152,96.237,96.127,96.212,0.15575,15,0.005,0.6524
2009-02-13,96.207,96.262,96.127,96.142,0.15575,15,0.005,0.6568
2009-02-16,96.137,96.147,96.002,96.012,0.15775,15,0.005,0.6503
2009-02-17,96.007,96.177,96.007,96.167,0.15925,15,0.005,0.6349
2009-02-18,96.157,96.317,96.157,96.287,0.1605,15,0.005,0.6371
2009-02-19,96.287,96.287,96.152,96.157,0.15975,15,0.005,0.6437
2009-02-20,96.157,96.172,96.067,96.162,0.15575,15,0.005,0.6454
2009-02-23,96.157,96.292,96.142,96.167,0.15725,15,0.005,0.6417
2009-02-24,96.162,96.257,96.122,96.182,0.15775,15,0.005,0.6512
2009-02-25,96.172,96.212,96.037,96.052,0.16125,15,0.005,0.647
2009-02-26,96.047,96.087,95.962,96.062,0.16075,15,0.005,0.6474
2009-02-27,96.072,96.077,95.997,96.017,0.15775,15,0.005,0.639
2009-03-02,96.012,96.082,95.892,96.052,0.16275,15,0.005,0.63
2009-03-03,96.057,96.192,95.982,95.997,0.15425,15,0.005,0.6378
2009-03-04,96.002,96.102,95.932,96.062,0.15325,15,0.005,0.6496
2009-03-05,96.052,96.097,96.007,96.057,0.14975,15,0.005,0.6383
2009-03-06,96.057,96.177,96.037,96.167,0.14475,15,0.005,0.6405
2009-03-09,96.162,96.297,96.112,96.267,0.146,15,0.005,0.6318
2009-03-10,96.267,96.312,96.197,96.197,0.14525,15,0.005,0.6459
2009-03-11,96.197,96.227,96.067,96.157,0.14425,15,0.005,0.6522
2009-03-12,96.157,96.257,96.132,96.227,0.145,15,0.005,0.6547
2009-03-13,96.227,96.272,96.102,96.147,0.14675,15,0.005,0.6582
2009-03-16,96.142,96.177,96.082,96.102,0.14425,15,0.005,0.6591
2009-03-17,96.102,96.102,95.972,96.032,0.14225,15,0.005,0.6619
2009-03-18,96.017,96.082,95.992,96.042,0.13875,15,0.005,0.6765
2009-03-19,96.037,96.257,96.017,96.217,0.144,15,0.005,0.6851
2009-03-20,96.222,96.232,96.132,96.152,0.14375,15,0.005,0.6869
2009-03-23,96.147,96.177,96.007,96.012,0.14475,15,0.005,0.7052
2009-03-24,96.002,96.062,95.897,95.942,0.14625,15,0.005,0.6955
2009-03-25,95.942,95.957,95.847,95.872,0.143,15,0.005,0.6978
2009-03-26,95.877,95.877,95.657,95.757,0.14775,15,0.005,0.7016
2009-03-27,95.752,95.812,95.702,95.752,0.14925,15,0.005,0.6942
2009-03-30,95.747,95.842,95.712,95.837,0.14625,15,0.005,0.6814
2009-03-31,95.842,95.942,95.837,95.892,0.141,15,0.005,0.6913
2009-04-01,95.882,95.912,95.752,95.902,0.1405,15,0.005,0.6993
2009-04-02,95.902,95.967,95.847,95.872,0.142,15,0.005,0.7152
2009-04-03,95.867,95.907,95.732,95.752,0.14375,15,0.005,0.7151
2009-04-06,95.742,95.807,95.632,95.662,0.14325,15,0.005,0.7139
2009-04-07,95.672,95.712,95.562,95.597,0.145,15,0.005,0.7109
2009-04-08,95.602,95.662,95.502,95.652,0.145,15,0.005,0.7101
2009-04-09,95.642,95.727,95.612,95.667,0.1445,15,0.005,0.7193
2009-04-14,95.672,95.702,95.627,95.632,0.13975,15,0.005,0.7239
2009-04-15,95.627,95.672,95.592,95.662,0.139,15,0.005,0.7288
2009-04-16,95.662,95.722,95.652,95.702,0.136,15,0.005,0.7206
2009-04-17,95.702,95.717,95.642,95.667,0.13525,15,0.005,0.7225
2009-04-20,95.662,95.677,95.582,95.602,0.128,15,0.005,0.6966
2009-04-21,95.597,95.812,95.597,95.787,0.13375,15,0.005,0.7114
2009-04-22,95.782,95.817,95.697,95.732,0.13125,15,0.005,0.7054
2009-04-23,95.742,95.782,95.702,95.737,0.127,15,0.005,0.7148
2009-04-24,95.732,95.782,95.697,95.767,0.12575,15,0.005,0.7232
2009-04-27,95.762,95.862,95.722,95.847,0.12175,15,0.005,0.71
2009-04-28,95.862,95.962,95.817,95.942,0.1235,15,0.005,0.7062
2009-04-29,95.947,95.967,95.817,95.827,0.1245,15,0.005,0.727
2009-04-30,95.827,95.857,95.742,95.837,0.125,15,0.005,0.7256
2009-05-01,95.827,95.852,95.772,95.772,0.121,15,0.005,0.7306
2009-05-04,95.777,95.802,95.707,95.717,0.11975,15,0.005,0.74
2009-05-05,95.712,95.732,95.567,95.582,0.11925,15,0.005,0.7426
2009-05-06,95.582,95.657,95.547,95.602,0.116,15,0.005,0.7483
2009-05-07,95.582,95.597,95.382,95.407,0.1195,15,0.005,0.7539
2009-05-08,95.407,95.432,95.342,95.387,0.116,15,0.005,0.7686
2009-05-11,95.387,95.437,95.347,95.432,0.11475,15,0.005,0.7586
2009-05-12,95.442,95.512,95.432,95.452,0.115,15,0.005,0.765
2009-05-13,95.452,95.492,95.402,95.422,0.1155,15,0.005,0.7532
2009-05-14,95.432,95.522,95.412,95.492,0.1175,15,0.005,0.7602
2009-05-15,95.492,95.532,95.452,95.492,0.11775,15,0.005,0.7491
2009-05-18,95.502,95.532,95.462,95.502,0.1165,15,0.005,0.7658
2009-05-19,95.492,95.502,95.342,95.352,0.11375,15,0.005,0.7747
2009-05-20,95.332,95.332,95.232,95.242,0.11375,15,0.005,0.7751
2009-05-21,95.232,95.312,95.192,95.232,0.11575,15,0.005,0.7783
2009-05-22,95.232,95.302,95.142,95.202,0.1195,15,0.005,0.7827
2009-05-25,95.182,95.232,95.162,95.212,0.116,15,0.005,0.7822
2009-05-26,95.202,95.292,95.182,95.282,0.11425,15,0.005,0.7862
2009-05-27,95.272,95.312,95.192,95.222,0.11275,15,0.005,0.7757
2009-05-28,95.212,95.262,95.112,95.232,0.1145,15,0.005,0.784
2009-05-29,95.242,95.342,95.222,95.342,0.1165,15,0.005,0.8011
2009-06-01,95.332,95.372,95.232,95.252,0.11875,15,0.005,0.8101
2009-06-02,95.252,95.262,95.082,95.142,0.1195,15,0.005,0.8209
2009-06-03,95.162,95.182,95.062,95.132,0.12,15,0.005,0.8008
2009-06-04,95.132,95.232,95.132,95.222,0.114,15,0.005,0.8019
2009-06-05,95.202,95.222,95.062,95.092,0.1175,15,0.005,0.7932
2009-06-08,95.092,95.112,94.942,94.962,0.1215,15,0.005,0.7892
2009-06-09,94.947,94.977,94.892,94.917,0.12175,15,0.005,0.8015
2009-06-10,94.912,94.972,94.882,94.887,0.12175,15,0.005,0.8031
2009-06-11,94.887,94.902,94.722,94.772,0.12525,15,0.005,0.8193
2009-06-12,94.777,94.862,94.702,94.862,0.12925,15,0.005,0.8124
2009-06-15,94.862,94.977,94.862,94.962,0.1315,15,0.005,0.7951
2009-06-16,94.972,95.072,94.972,95.042,0.129,15,0.005,0.7934
2009-06-17,95.022,95.112,94.972,95.012,0.13,15,0.005,0.7945
2009-06-18,95.002,95.052,94.912,94.922,0.131,15,0.005,0.7984
2009-06-19,94.912,94.942,94.632,94.652,0.1385,15,0.005,0.806
2009-06-22,94.662,94.782,94.652,94.682,0.1415,15,0.005,0.7858
2009-06-23,94.692,94.842,94.682,94.812,0.144,15,0.005,0.7939
2009-06-24,94.802,94.882,94.742,94.762,0.145,15,0.005,0.7968
2009-06-25,94.752,94.822,94.602,94.622,0.1485,15,0.005,0.8025
2009-06-26,94.632,94.732,94.632,94.682,0.148,15,0.005,0.8079
2009-06-29,94.672,94.832,94.672,94.812,0.149,15,0.005,0.8082
2009-06-30,94.812,94.832,94.762,94.782,0.1435,15,0.005,0.8064
2009-07-01,94.762,94.852,94.732,94.852,0.1435,15,0.005,0.8085
2009-07-02,94.852,94.952,94.832,94.932,0.1445,15,0.005,0.7938
2009-07-03,94.922,95.112,94.892,95.012,0.1475,15,0.005,0.7969
2009-07-06,95.012,95.072,94.992,95.052,0.143,15,0.005,0.7977
2009-07-07,95.042,95.092,95.002,95.022,0.14325,15,0.005,0.7891
2009-07-08,95.022,95.172,94.982,95.162,0.14825,15,0.005,0.7786
2009-07-09,95.152,95.302,95.142,95.222,0.14725,15,0.005,0.7829
2009-07-10,95.202,95.212,95.152,95.202,0.14275,15,0.005,0.7788
2009-07-13,95.202,95.292,95.162,95.242,0.1435,15,0.005,0.7832
2009-07-14,95.242,95.272,95.052,95.122,0.149,15,0.005,0.7929
2009-07-15,95.122,95.132,94.952,94.962,0.151,15,0.005,0.8032
2009-07-16,94.962,94.972,94.852,94.942,0.15,15,0.005,0.8062
2009-07-17,94.942,95.032,94.912,95.002,0.1405,15,0.005,0.8024
2009-07-20,95.002,95.022,94.812,94.862,0.1445,15,0.005,0.8166
2009-07-21,94.842,94.912,94.782,94.872,0.143,15,0.005,0.8182
2009-07-22,94.872,94.882,94.692,94.742,0.1455,15,0.005,0.8157
2009-07-23,94.752,94.792,94.682,94.732,0.14,15,0.005,0.812
2009-07-24,94.732,94.752,94.602,94.672,0.142,15,0.005,0.8172
2009-07-27,94.672,94.682,94.612,94.612,0.1375,15,0.005,0.8227
2009-07-28,94.602,94.652,94.482,94.522,0.1425,15,0.005,0.8269
2009-07-29,94.522,94.612,94.512,94.612,0.1415,15,0.005,0.8175
2009-07-30,94.622,94.632,94.512,94.542,0.1415,15,0.005,0.8257
2009-07-31,94.532,94.602,94.462,94.602,0.1375,15,0.005,0.8359
2009-08-03,94.592,94.652,94.562,94.582,0.138,15,0.005,0.842
2009-08-04,94.572,94.592,94.392,94.472,0.1435,15,0.005,0.8444
2009-08-05,94.472,94.492,94.382,94.462,0.1395,15,0.005,0.8406
2009-08-06,94.462,94.482,94.352,94.382,0.138,15,0.005,0.8395
2009-08-07,94.372,94.482,94.352,94.422,0.141,15,0.005,0.8372
2009-08-10,94.422,94.462,94.272,94.322,0.144,15,0.005,0.8374
2009-08-11,94.322,94.402,94.302,94.352,0.138,15,0.005,0.8291
2009-08-12,94.352,94.532,94.342,94.522,0.1385,15,0.005,0.8337
2009-08-13,94.532,94.562,94.432,94.452,0.139,15,0.005,0.8429
2009-08-14,94.452,94.552,94.402,94.442,0.1405,15,0.005,0.8329
2009-08-17,94.442,94.612,94.432,94.582,0.139,15,0.005,0.8205
2009-08-18,94.592,94.662,94.562,94.612,0.1375,15,0.005,0.8268
2009-08-19,94.602,94.712,94.552,94.682,0.136,15,0.005,0.8287
2009-08-20,94.692,94.722,94.592,94.622,0.137,15,0.005,0.8313
2009-08-21,94.602,94.712,94.582,94.662,0.136,15,0.005,0.8348
2009-08-24,94.692,94.692,94.462,94.482,0.144,15,0.005,0.8389
2009-08-25,94.492,94.602,94.472,94.592,0.142,15,0.005,0.8357
2009-08-26,94.572,94.642,94.552,94.622,0.1415,15,0.005,0.8284
2009-08-27,94.622,94.722,94.612,94.702,0.141,15,0.005,0.8392
2009-08-28,94.702,94.702,94.442,94.452,0.147,15,0.005,0.8411
2009-08-31,94.452,94.512,94.352,94.502,0.1505,15,0.005,0.8439
2009-09-01,94.522,94.622,94.462,94.612,0.1485,15,0.005,0.826
2009-09-02,94.612,94.772,94.582,94.592,0.1525,15,0.005,0.8337
2009-09-03,94.592,94.712,94.592,94.632,0.152,15,0.005,0.8403
2009-09-04,94.622,94.662,94.582,94.612,0.1495,15,0.005,0.8507
2009-09-07,94.602,94.642,94.502,94.532,0.147,15,0.005,0.8557
2009-09-08,94.532,94.632,94.512,94.622,0.148,15,0.005,0.8617
2009-09-09,94.622,94.727,94.577,94.687,0.146,15,0.005,0.8624
2009-09-10,94.697,94.817,94.667,94.767,0.147,15,0.005,0.864
2009-09-11,94.767,94.887,94.767,94.842,0.1455,15,0.005,0.8634
2009-09-14,94.852,94.927,94.837,94.872,0.141,15,0.005,0.8622
2009-09-15,94.872,94.932,94.817,94.907,0.14175,15,0.005,0.8634
2009-09-16,94.917,94.937,94.847,94.877,0.13825,15,0.005,0.8735
2009-09-17,94.877,94.907,94.757,94.787,0.13925,15,0.005,0.8728
2009-09-18,94.767,94.847,94.747,94.837,0.13775,15,0.005,0.8675
2009-09-21,94.837,94.847,94.757,94.797,0.13075,15,0.005,0.863
2009-09-22,94.787,94.837,94.767,94.777,0.12775,15,0.005,0.8735
2009-09-23,94.777,94.787,94.697,94.737,0.12775,15,0.005,0.8697
2009-09-24,94.727,94.797,94.657,94.767,0.12925,15,0.005,0.865
2009-09-25,94.767,94.867,94.727,94.847,0.12325,15,0.005,0.868
2009-09-28,94.847,94.917,94.817,94.877,0.12025,15,0.005,0.8725
2009-09-29,94.867,94.887,94.717,94.757,0.12075,15,0.005,0.8703
2009-09-30,94.747,94.797,94.637,94.647,0.11925,15,0.005,0.8828
2009-10-01,94.647,94.717,94.597,94.687,0.11925,15,0.005,0.8697
2009-10-02,94.677,94.887,94.647,94.887,0.12725,15,0.005,0.8652
2009-10-05,94.867,94.937,94.697,94.727,0.13225,15,0.005,0.8779
2009-10-06,94.727,94.777,94.667,94.727,0.13175,15,0.005,0.8902
2009-10-07,94.727,94.747,94.647,94.727,0.12925,15,0.005,0.8912
2009-10-08,94.717,94.807,94.547,94.597,0.13475,15,0.005,0.9062
2009-10-09,94.577,94.647,94.547,94.627,0.13375,15,0.005,0.9038
2009-10-12,94.627,94.627,94.467,94.527,0.13725,15,0.005,0.9073
2009-10-13,94.527,94.587,94.517,94.577,0.135,15,0.005,0.9089
2009-10-14,94.567,94.627,94.527,94.537,0.1355,15,0.005,0.915
2009-10-15,94.527,94.567,94.327,94.367,0.14,15,0.005,0.9206
2009-10-16,94.377,94.397,94.287,94.327,0.1405,15,0.005,0.9165
2009-10-19,94.337,94.377,94.237,94.317,0.143,15,0.005,0.9292
2009-10-20,94.307,94.357,94.267,94.327,0.144,15,0.005,0.9238
2009-10-21,94.317,94.427,94.317,94.367,0.145,15,0.005,0.9292
2009-10-22,94.367,94.377,94.247,94.297,0.1445,15,0.005,0.9269
2009-10-23,94.287,94.317,94.227,94.267,0.142,15,0.005,0.9224
2009-10-26,94.247,94.277,94.197,94.257,0.141,15,0.005,0.9162
2009-10-27,94.247,94.317,94.207,94.307,0.138,15,0.005,0.9166
2009-10-28,94.307,94.367,94.217,94.337,0.1375,15,0.005,0.8971
2009-10-29,94.317,94.567,94.317,94.527,0.144,15,0.005,0.915
2009-10-30,94.517,94.577,94.337,94.547,0.144,15,0.005,0.8997
2009-11-02,94.547,94.667,94.497,94.557,0.1405,15,0.005,0.904
2009-11-03,94.557,94.707,94.467,94.687,0.147,15,0.005,0.9024
2009-11-04,94.687,94.717,94.607,94.677,0.1475,15,0.005,0.9099
2009-11-05,94.667,94.667,94.587,94.617,0.139,15,0.005,0.9102
2009-11-06,94.607,94.617,94.527,94.537,0.1385,15,0.005,0.9189
2009-11-09,94.527,94.587,94.497,94.517,0.135,15,0.005,0.9297
2009-11-10,94.517,94.547,94.467,94.537,0.1355,15,0.005,0.9304
2009-11-11,94.537,94.557,94.467,94.557,0.135,15,0.005,0.9298
2009-11-12,94.547,94.567,94.437,94.517,0.1295,15,0.005,0.9235
2009-11-13,94.517,94.567,94.467,94.557,0.129,15,0.005,0.933
2009-11-16,94.557,94.627,94.517,94.587,0.1275,15,0.005,0.9369
2009-11-17,94.577,94.717,94.557,94.707,0.131,15,0.005,0.9306
2009-11-18,94.697,94.707,94.627,94.687,0.1295,15,0.005,0.9295
2009-11-19,94.687,94.777,94.667,94.767,0.1285,15,0.005,0.9186
2009-11-20,94.757,94.867,94.737,94.827,0.1305,15,0.005,0.9147
2009-11-23,94.827,94.837,94.787,94.827,0.129,15,0.005,0.9239
2009-11-24,94.817,94.847,94.747,94.837,0.1285,15,0.005,0.9192
2009-11-25,94.837,94.897,94.797,94.807,0.126,15,0.005,0.9321
2009-11-26,94.807,94.907,94.757,94.887,0.121,15,0.005,0.9137
2009-11-27,94.887,95.077,94.867,95.007,0.1195,15,0.005,0.9063
2009-11-30,95.017,95.067,94.907,94.987,0.119,15,0.005,0.916
2009-12-01,94.987,95.137,94.907,95.077,0.1185,15,0.005,0.925
2009-12-02,95.077,95.087,94.957,94.997,0.1195,15,0.005,0.9248
2009-12-03,94.997,95.007,94.927,94.947,0.119,15,0.005,0.9239
2009-12-04,94.937,94.957,94.887,94.927,0.118,15,0.005,0.9147
2009-12-07,94.927,94.937,94.737,94.817,0.1235,15,0.005,0.9127
2009-12-08,94.827,94.867,94.787,94.837,0.1235,15,0.005,0.9038
2009-12-09,94.827,94.937,94.827,94.912,0.1245,15,0.005,0.9086
2009-12-10,94.907,94.937,94.767,94.827,0.1265,15,0.005,0.9166
2009-12-11,94.832,94.867,94.747,94.762,0.1275,15,0.005,0.9127
2009-12-14,94.752,94.832,94.697,94.797,0.12875,15,0.005,0.9167
2009-12-15,94.797,94.912,94.762,94.847,0.12825,15,0.005,0.9062
2009-12-16,94.842,95.032,94.802,95.012,0.13575,15,0.005,0.9007
2009-12-17,95.012,95.042,94.942,94.992,0.13525,15,0.005,0.8867
2009-12-18,94.992,95.122,94.982,95.062,0.13575,15,0.005,0.8902
2009-12-21,95.062,95.072,94.992,95.022,0.13725,15,0.005,0.8815
2009-12-22,95.012,95.032,94.922,94.972,0.13775,15,0.005,0.8759
2009-12-23,94.952,94.972,94.902,94.922,0.13625,15,0.005,0.8799
2009-12-24,94.932,95.012,94.912,94.952,0.13375,15,0.005,0.883
2009-12-29,94.912,94.942,94.742,94.782,0.13375,15,0.005,0.8949
2009-12-30,94.782,94.832,94.752,94.832,0.12975,15,0.005,0.8945
2009-12-31,94.832,94.892,94.822,94.882,0.12175,15,0.005,0.8977
2010-01-04,94.842,94.842,94.732,94.752,0.12275,15,0.005,0.9126
2010-01-05,94.752,94.832,94.722,94.832,0.12425,15,0.005,0.9119
2010-01-06,94.812,94.892,94.782,94.812,0.12625,15,0.005,0.9198
2010-01-07,94.802,94.862,94.752,94.782,0.12175,15,0.005,0.9174
2010-01-08,94.772,94.802,94.742,94.772,0.12075,15,0.005,0.9248
2010-01-11,94.762,94.852,94.702,94.742,0.12275,15,0.005,0.9296
2010-01-12,94.742,94.822,94.712,94.772,0.11975,15,0.005,0.92
2010-01-13,94.772,94.892,94.762,94.852,0.12025,15,0.005,0.9242
2010-01-14,94.852,94.862,94.712,94.732,0.121,15,0.005,0.9318
2010-01-15,94.732,94.792,94.712,94.772,0.1175,15,0.005,0.9228
2010-01-18,94.772,94.842,94.762,94.812,0.11,15,0.005,0.9263
2010-01-19,94.812,94.842,94.782,94.842,0.108,15,0.005,0.9232
2010-01-20,94.842,94.852,94.742,94.822,0.1065,15,0.005,0.9101
2010-01-21,94.822,94.882,94.802,94.822,0.1065,15,0.005,0.8998
2010-01-22,94.812,94.942,94.792,94.922,0.1085,15,0.005,0.9007
2010-01-25,94.922,94.952,94.882,94.942,0.1085,15,0.005,0.9042
2010-01-26,94.942,94.962,94.912,94.952,0.106,15,0.005,0.8986
2010-01-27,94.972,95.032,94.892,94.972,0.1025,15,0.005,0.8954
2010-01-28,94.982,95.042,94.902,94.932,0.1055,15,0.005,0.8946
2010-01-29,94.922,95.092,94.922,95.092,0.1105,15,0.005,0.8838
2010-02-01,95.092,95.172,95.022,95.112,0.1105,15,0.005,0.8914
2010-02-02,95.092,95.272,95.042,95.212,0.1165,15,0.005,0.8864
2010-02-03,95.212,95.232,95.162,95.172,0.1145,15,0.005,0.883
2010-02-04,95.172,95.192,95.102,95.132,0.1135,15,0.005,0.8646
2010-02-05,95.132,95.232,95.102,95.202,0.117,15,0.005,0.8684
2010-02-08,95.202,95.272,95.162,95.222,0.115,15,0.005,0.8647
2010-02-09,95.212,95.272,95.182,95.202,0.114,15,0.005,0.8787
2010-02-10,95.192,95.212,95.102,95.142,0.113,15,0.005,0.8755
2010-02-11,95.142,95.152,94.982,95.032,0.114,15,0.005,0.8903
2010-02-12,95.022,95.052,94.972,95.022,0.114,15,0.005,0.8878
2010-02-15,95.012,95.092,95.002,95.072,0.1145,15,0.005,0.8884
2010-02-16,95.072,95.112,95.052,95.062,0.1145,15,0.005,0.9022
2010-02-17,95.062,95.082,94.992,95.032,0.1135,15,0.005,0.8995
2010-02-18,95.022,95.032,94.972,95.022,0.1125,15,0.005,0.8941
2010-02-19,95.032,95.042,94.932,94.992,0.1105,15,0.005,0.8988
2010-02-22,94.992,95.002,94.942,94.982,0.11,15,0.005,0.9004
